Xfoil polar. Reynolds number fixed. Mach  number fixed
Polar key,xf-naca4418-il-500000-n5
Airfoil,naca4418-il
Reynolds number,500000
Ncrit,5
Mach,0
Max Cl/Cd,87.9587
Max Cl/Cd alpha,6
Url,http://airfoiltools.com/polar/csv?polar=xf-naca4418-il-500000-n5

Alpha,Cl,Cd,Cdp,Cm,Top_Xtr,Bot_Xtr
-18.250,-0.8703,0.08862,0.08433,-0.0792,1.0000,0.0339
-18.000,-0.8851,0.08315,0.07881,-0.0820,1.0000,0.0341
-17.750,-0.9026,0.07746,0.07304,-0.0850,1.0000,0.0343
-17.500,-0.9230,0.07164,0.06713,-0.0880,1.0000,0.0345
-17.250,-0.9452,0.06578,0.06118,-0.0909,1.0000,0.0346
-17.000,-0.9685,0.05984,0.05514,-0.0937,1.0000,0.0348
-16.750,-0.9912,0.05414,0.04932,-0.0963,1.0000,0.0349
-16.500,-1.0126,0.04878,0.04385,-0.0986,1.0000,0.0350
-16.250,-1.0323,0.04398,0.03894,-0.1002,1.0000,0.0352
-16.000,-1.0511,0.03989,0.03474,-0.1009,1.0000,0.0353
-15.750,-1.0703,0.03654,0.03129,-0.1004,1.0000,0.0355
-15.500,-1.0623,0.03340,0.02804,-0.1038,0.9974,0.0358
-15.250,-1.0493,0.03088,0.02541,-0.1068,0.9945,0.0363
-15.000,-1.0336,0.02889,0.02330,-0.1092,0.9920,0.0367
-14.750,-1.0192,0.02729,0.02160,-0.1103,0.9878,0.0372
-14.500,-1.0017,0.02588,0.02012,-0.1115,0.9843,0.0377
-14.250,-0.9819,0.02456,0.01873,-0.1128,0.9816,0.0384
-14.000,-0.9656,0.02355,0.01767,-0.1126,0.9768,0.0390
-13.750,-0.9475,0.02268,0.01675,-0.1122,0.9719,0.0398
-13.500,-0.9244,0.02188,0.01589,-0.1126,0.9687,0.0407
-13.250,-0.9041,0.02121,0.01514,-0.1121,0.9641,0.0415
-13.000,-0.8848,0.02051,0.01441,-0.1114,0.9585,0.0424
-12.750,-0.8617,0.01983,0.01369,-0.1113,0.9546,0.0434
-12.500,-0.8398,0.01925,0.01307,-0.1108,0.9498,0.0446
-12.250,-0.8191,0.01875,0.01251,-0.1099,0.9437,0.0458
-12.000,-0.7952,0.01819,0.01192,-0.1096,0.9391,0.0471
-11.750,-0.7725,0.01770,0.01140,-0.1091,0.9338,0.0487
-11.500,-0.7502,0.01727,0.01093,-0.1083,0.9272,0.0505
-11.250,-0.7254,0.01682,0.01044,-0.1080,0.9220,0.0524
-11.000,-0.7019,0.01642,0.01002,-0.1074,0.9156,0.0546
-10.750,-0.6777,0.01606,0.00961,-0.1068,0.9087,0.0568
-10.500,-0.6521,0.01567,0.00919,-0.1066,0.9027,0.0591
-10.250,-0.6279,0.01537,0.00885,-0.1059,0.8951,0.0615
-10.000,-0.6025,0.01504,0.00848,-0.1056,0.8879,0.0636
-9.750,-0.5768,0.01474,0.00815,-0.1052,0.8812,0.0660
-9.500,-0.5510,0.01448,0.00784,-0.1048,0.8734,0.0683
-9.250,-0.5249,0.01418,0.00750,-0.1045,0.8664,0.0705
-9.000,-0.4991,0.01393,0.00723,-0.1041,0.8586,0.0730
-8.750,-0.4725,0.01373,0.00695,-0.1038,0.8507,0.0753
-8.500,-0.4465,0.01346,0.00666,-0.1035,0.8431,0.0776
-8.250,-0.4202,0.01323,0.00640,-0.1032,0.8346,0.0800
-8.000,-0.3932,0.01305,0.00614,-0.1029,0.8269,0.0822
-7.750,-0.3670,0.01282,0.00589,-0.1026,0.8183,0.0844
-7.500,-0.3404,0.01262,0.00565,-0.1023,0.8097,0.0869
-7.250,-0.3135,0.01244,0.00544,-0.1021,0.8015,0.0895
-7.000,-0.2868,0.01227,0.00521,-0.1018,0.7924,0.0920
-6.750,-0.2602,0.01208,0.00500,-0.1015,0.7839,0.0949
-6.500,-0.2333,0.01192,0.00481,-0.1012,0.7746,0.0982
-6.250,-0.2065,0.01176,0.00461,-0.1009,0.7659,0.1021
-6.000,-0.1798,0.01159,0.00443,-0.1007,0.7562,0.1067
-5.750,-0.1529,0.01147,0.00425,-0.1004,0.7472,0.1105
-5.500,-0.1261,0.01130,0.00408,-0.1001,0.7375,0.1152
-5.250,-0.0993,0.01119,0.00392,-0.0998,0.7279,0.1201
-5.000,-0.0725,0.01104,0.00378,-0.0995,0.7179,0.1262
-4.750,-0.0458,0.01093,0.00364,-0.0992,0.7084,0.1334
-4.500,-0.0188,0.01081,0.00353,-0.0989,0.6983,0.1428
-4.250,0.0077,0.01072,0.00343,-0.0986,0.6882,0.1528
-4.000,0.0349,0.01062,0.00334,-0.0984,0.6782,0.1630
-3.750,0.0617,0.01058,0.00326,-0.0980,0.6684,0.1729
-3.500,0.0887,0.01050,0.00319,-0.0978,0.6580,0.1827
-3.250,0.1155,0.01047,0.00312,-0.0975,0.6481,0.1902
-3.000,0.1427,0.01041,0.00306,-0.0972,0.6383,0.1985
-2.750,0.1694,0.01041,0.00301,-0.0969,0.6287,0.2058
-2.500,0.1964,0.01035,0.00296,-0.0967,0.6187,0.2148
-2.250,0.2230,0.01035,0.00292,-0.0963,0.6093,0.2228
-2.000,0.2501,0.01029,0.00289,-0.0961,0.6003,0.2332
-1.500,0.3036,0.01026,0.00287,-0.0955,0.5823,0.2599
-1.250,0.3301,0.01026,0.00288,-0.0952,0.5735,0.2752
-1.000,0.3570,0.01025,0.00288,-0.0949,0.5657,0.2897
-0.750,0.3838,0.01025,0.00289,-0.0946,0.5571,0.3030
-0.500,0.4102,0.01028,0.00291,-0.0943,0.5494,0.3183
-0.250,0.4372,0.01024,0.00294,-0.0940,0.5419,0.3385
0.000,0.4632,0.01023,0.00297,-0.0937,0.5341,0.3597
0.250,0.4898,0.01022,0.00300,-0.0934,0.5271,0.3800
0.500,0.5163,0.01020,0.00304,-0.0931,0.5198,0.4024
0.750,0.5421,0.01022,0.00310,-0.0926,0.5128,0.4286
1.000,0.5686,0.01018,0.00316,-0.0924,0.5062,0.4618
1.250,0.5945,0.01015,0.00324,-0.0920,0.4993,0.5022
1.500,0.6196,0.01016,0.00333,-0.0914,0.4927,0.5429
1.750,0.6461,0.01013,0.00342,-0.0911,0.4864,0.5798
2.000,0.6718,0.01014,0.00351,-0.0907,0.4797,0.6134
2.250,0.6965,0.01019,0.00362,-0.0900,0.4733,0.6478
2.500,0.7224,0.01018,0.00374,-0.0896,0.4673,0.6852
2.750,0.7470,0.01017,0.00387,-0.0888,0.4606,0.7306
3.000,0.7703,0.01022,0.00401,-0.0878,0.4543,0.7749
3.250,0.7940,0.01020,0.00416,-0.0868,0.4482,0.8261
3.500,0.8155,0.01023,0.00434,-0.0852,0.4414,0.8818
3.750,0.8391,0.01039,0.00452,-0.0841,0.4341,0.9263
4.000,0.8704,0.01054,0.00468,-0.0848,0.4255,0.9568
4.500,0.9406,0.01096,0.00502,-0.0882,0.4090,0.9968
4.750,0.9638,0.01114,0.00517,-0.0873,0.4020,1.0000
5.000,0.9833,0.01132,0.00531,-0.0857,0.3960,1.0000
5.250,1.0038,0.01148,0.00546,-0.0843,0.3892,1.0000
5.500,1.0226,0.01169,0.00563,-0.0826,0.3823,1.0000
5.750,1.0431,0.01189,0.00582,-0.0812,0.3763,1.0000
6.000,1.0643,0.01210,0.00601,-0.0800,0.3691,1.0000
6.250,1.0834,0.01239,0.00626,-0.0785,0.3619,1.0000
6.500,1.1055,0.01260,0.00648,-0.0776,0.3553,1.0000
6.750,1.1259,0.01289,0.00674,-0.0763,0.3476,1.0000
7.000,1.1461,0.01319,0.00702,-0.0751,0.3403,1.0000
7.250,1.1666,0.01350,0.00731,-0.0740,0.3320,1.0000
7.500,1.1854,0.01388,0.00765,-0.0726,0.3226,1.0000
7.750,1.2036,0.01430,0.00803,-0.0711,0.3115,1.0000
8.000,1.2226,0.01470,0.00840,-0.0699,0.3016,1.0000
8.250,1.2392,0.01521,0.00886,-0.0683,0.2917,1.0000
8.500,1.2579,0.01565,0.00929,-0.0670,0.2812,1.0000
8.750,1.2737,0.01624,0.00982,-0.0654,0.2691,1.0000
9.000,1.2876,0.01694,0.01044,-0.0636,0.2541,1.0000
9.250,1.3003,0.01771,0.01114,-0.0617,0.2387,1.0000
9.500,1.3133,0.01851,0.01187,-0.0600,0.2253,1.0000
9.750,1.3274,0.01927,0.01259,-0.0584,0.2143,1.0000
10.000,1.3416,0.02004,0.01334,-0.0569,0.2052,1.0000
10.250,1.3539,0.02094,0.01421,-0.0553,0.1962,1.0000
10.500,1.3678,0.02178,0.01504,-0.0539,0.1877,1.0000
10.750,1.3793,0.02277,0.01601,-0.0523,0.1796,1.0000
11.000,1.3909,0.02380,0.01702,-0.0508,0.1713,1.0000
11.250,1.4022,0.02488,0.01809,-0.0494,0.1640,1.0000
11.500,1.4121,0.02607,0.01928,-0.0479,0.1566,1.0000
11.750,1.4228,0.02724,0.02045,-0.0466,0.1503,1.0000
12.000,1.4317,0.02857,0.02178,-0.0452,0.1435,1.0000
12.250,1.4412,0.02990,0.02313,-0.0440,0.1375,1.0000
12.500,1.4484,0.03145,0.02467,-0.0427,0.1309,1.0000
12.750,1.4569,0.03294,0.02617,-0.0416,0.1246,1.0000
13.000,1.4621,0.03474,0.02797,-0.0404,0.1183,1.0000
13.250,1.4683,0.03652,0.02977,-0.0393,0.1117,1.0000
13.500,1.4726,0.03851,0.03177,-0.0383,0.1056,1.0000
13.750,1.4757,0.04066,0.03392,-0.0373,0.0995,1.0000
14.000,1.4792,0.04283,0.03611,-0.0365,0.0942,1.0000
14.250,1.4806,0.04527,0.03856,-0.0357,0.0893,1.0000
14.500,1.4834,0.04763,0.04096,-0.0350,0.0849,1.0000
14.750,1.4841,0.05023,0.04359,-0.0344,0.0811,1.0000
15.000,1.4860,0.05276,0.04616,-0.0339,0.0775,1.0000
15.250,1.4850,0.05566,0.04910,-0.0335,0.0742,1.0000
15.500,1.4863,0.05837,0.05186,-0.0332,0.0712,1.0000
15.750,1.4852,0.06137,0.05491,-0.0330,0.0683,1.0000
16.000,1.4845,0.06435,0.05795,-0.0328,0.0658,1.0000
16.250,1.4834,0.06744,0.06109,-0.0328,0.0633,1.0000
16.500,1.4799,0.07086,0.06455,-0.0328,0.0611,1.0000
16.750,1.4789,0.07401,0.06777,-0.0329,0.0591,1.0000
17.000,1.4764,0.07736,0.07118,-0.0331,0.0570,1.0000
17.250,1.4716,0.08105,0.07492,-0.0334,0.0553,1.0000
17.500,1.4690,0.08449,0.07843,-0.0337,0.0537,1.0000
17.750,1.4663,0.08798,0.08199,-0.0341,0.0522,1.0000
18.000,1.4620,0.09171,0.08578,-0.0347,0.0509,1.0000
18.250,1.4570,0.09553,0.08966,-0.0353,0.0497,1.0000
