Xfoil polar. Reynolds number fixed. Mach  number fixed
Polar key,xf-naca0010-il-500000-n5
Airfoil,naca0010-il
Reynolds number,500000
Ncrit,5
Mach,0
Max Cl/Cd,57.808
Max Cl/Cd alpha,8.5
Url,http://airfoiltools.com/polar/csv?polar=xf-naca0010-il-500000-n5

Alpha,Cl,Cd,Cdp,Cm,Top_Xtr,Bot_Xtr
-16.750,-1.0427,0.12024,0.11753,0.0178,1.0000,0.0088
-16.500,-1.0976,0.10476,0.10188,0.0097,1.0000,0.0086
-16.250,-1.1470,0.09107,0.08801,0.0023,1.0000,0.0084
-16.000,-1.1881,0.07916,0.07590,-0.0044,1.0000,0.0082
-15.750,-1.2206,0.06892,0.06547,-0.0106,1.0000,0.0081
-15.500,-1.2444,0.06048,0.05683,-0.0161,1.0000,0.0081
-15.250,-1.2616,0.05357,0.04973,-0.0206,1.0000,0.0082
-15.000,-1.2731,0.04808,0.04407,-0.0240,1.0000,0.0082
-14.750,-1.2810,0.04366,0.03948,-0.0262,1.0000,0.0083
-14.500,-1.2855,0.04014,0.03581,-0.0274,1.0000,0.0085
-14.250,-1.2878,0.03728,0.03279,-0.0277,1.0000,0.0086
-14.000,-1.2880,0.03492,0.03028,-0.0272,1.0000,0.0088
-13.750,-1.2866,0.03293,0.02815,-0.0261,1.0000,0.0090
-13.500,-1.2833,0.03126,0.02633,-0.0245,1.0000,0.0092
-13.250,-1.2784,0.02981,0.02473,-0.0226,1.0000,0.0094
-13.000,-1.2715,0.02855,0.02333,-0.0205,1.0000,0.0097
-12.750,-1.2605,0.02741,0.02205,-0.0188,1.0000,0.0099
-12.500,-1.2493,0.02612,0.02065,-0.0172,1.0000,0.0104
-12.250,-1.2343,0.02509,0.01954,-0.0160,1.0000,0.0109
-12.000,-1.2173,0.02420,0.01858,-0.0149,1.0000,0.0115
-11.750,-1.1994,0.02336,0.01764,-0.0139,1.0000,0.0121
-11.500,-1.1808,0.02254,0.01670,-0.0129,1.0000,0.0127
-11.250,-1.1616,0.02174,0.01577,-0.0119,1.0000,0.0132
-11.000,-1.1423,0.02091,0.01488,-0.0110,1.0000,0.0140
-10.750,-1.1210,0.02028,0.01421,-0.0103,1.0000,0.0149
-10.500,-1.0990,0.01973,0.01361,-0.0096,1.0000,0.0159
-10.250,-1.0767,0.01919,0.01299,-0.0089,1.0000,0.0170
-10.000,-1.0545,0.01862,0.01234,-0.0082,1.0000,0.0180
-9.750,-1.0318,0.01811,0.01180,-0.0076,1.0000,0.0192
-9.500,-1.0083,0.01769,0.01134,-0.0071,1.0000,0.0205
-9.250,-0.9848,0.01725,0.01084,-0.0065,1.0000,0.0218
-9.000,-0.9608,0.01688,0.01039,-0.0060,1.0000,0.0229
-8.750,-0.9380,0.01635,0.00981,-0.0053,1.0000,0.0240
-8.500,-0.9150,0.01584,0.00926,-0.0046,1.0000,0.0254
-8.250,-0.8913,0.01543,0.00883,-0.0040,1.0000,0.0267
-8.000,-0.8675,0.01506,0.00841,-0.0034,1.0000,0.0280
-7.750,-0.8435,0.01471,0.00800,-0.0027,1.0000,0.0292
-7.500,-0.8195,0.01439,0.00763,-0.0021,1.0000,0.0300
-7.250,-0.7972,0.01385,0.00705,-0.0012,1.0000,0.0315
-7.000,-0.7744,0.01341,0.00659,-0.0003,1.0000,0.0330
-6.750,-0.7513,0.01305,0.00621,0.0005,1.0000,0.0345
-6.500,-0.7280,0.01273,0.00586,0.0014,1.0000,0.0359
-6.250,-0.7046,0.01242,0.00551,0.0022,1.0000,0.0371
-6.000,-0.6812,0.01214,0.00519,0.0030,1.0000,0.0382
-5.750,-0.6582,0.01180,0.00483,0.0040,1.0000,0.0400
-5.500,-0.6352,0.01148,0.00451,0.0049,1.0000,0.0424
-5.250,-0.6121,0.01121,0.00424,0.0058,1.0000,0.0452
-5.000,-0.5834,0.01095,0.00397,0.0055,0.9986,0.0491
-4.750,-0.5495,0.01062,0.00369,0.0040,0.9957,0.0594
-4.500,-0.5162,0.01026,0.00343,0.0026,0.9925,0.0765
-4.250,-0.4831,0.00994,0.00318,0.0013,0.9886,0.0953
-4.000,-0.4488,0.00962,0.00296,-0.0002,0.9853,0.1173
-3.750,-0.4169,0.00931,0.00276,-0.0012,0.9800,0.1429
-3.500,-0.3841,0.00899,0.00256,-0.0024,0.9747,0.1722
-3.250,-0.3533,0.00869,0.00239,-0.0032,0.9673,0.2033
-3.000,-0.3212,0.00837,0.00222,-0.0042,0.9602,0.2419
-2.750,-0.2920,0.00803,0.00208,-0.0046,0.9499,0.2895
-2.500,-0.2631,0.00770,0.00194,-0.0048,0.9384,0.3398
-2.250,-0.2348,0.00742,0.00182,-0.0049,0.9246,0.3849
-2.000,-0.2075,0.00718,0.00171,-0.0047,0.9082,0.4282
-1.750,-0.1810,0.00699,0.00162,-0.0043,0.8895,0.4653
-1.500,-0.1550,0.00681,0.00153,-0.0037,0.8687,0.5057
-1.250,-0.1293,0.00665,0.00146,-0.0031,0.8455,0.5472
-0.750,-0.0775,0.00649,0.00135,-0.0018,0.7945,0.6116
-0.500,-0.0517,0.00644,0.00131,-0.0012,0.7661,0.6436
-0.250,-0.0258,0.00641,0.00129,-0.0006,0.7368,0.6754
0.000,0.0000,0.00640,0.00129,0.0000,0.7063,0.7064
0.250,0.0259,0.00641,0.00129,0.0006,0.6753,0.7366
0.500,0.0517,0.00644,0.00131,0.0012,0.6434,0.7662
0.750,0.0775,0.00650,0.00135,0.0018,0.6114,0.7944
1.250,0.1293,0.00665,0.00146,0.0031,0.5474,0.8455
1.500,0.1550,0.00681,0.00153,0.0037,0.5059,0.8687
1.750,0.1810,0.00699,0.00162,0.0043,0.4652,0.8893
2.000,0.2075,0.00718,0.00171,0.0047,0.4278,0.9082
2.250,0.2348,0.00742,0.00182,0.0049,0.3851,0.9246
2.500,0.2631,0.00770,0.00194,0.0048,0.3396,0.9383
2.750,0.2920,0.00803,0.00208,0.0046,0.2895,0.9499
3.000,0.3211,0.00837,0.00222,0.0042,0.2419,0.9603
3.250,0.3533,0.00869,0.00239,0.0032,0.2035,0.9673
3.500,0.3841,0.00899,0.00256,0.0024,0.1722,0.9747
3.750,0.4169,0.00930,0.00276,0.0012,0.1429,0.9800
4.000,0.4488,0.00961,0.00296,0.0002,0.1174,0.9853
4.250,0.4831,0.00994,0.00318,-0.0014,0.0954,0.9886
4.500,0.5162,0.01026,0.00343,-0.0026,0.0765,0.9925
4.750,0.5496,0.01061,0.00369,-0.0040,0.0594,0.9957
5.000,0.5834,0.01095,0.00397,-0.0055,0.0491,0.9986
5.250,0.6121,0.01121,0.00424,-0.0058,0.0452,1.0000
5.500,0.6352,0.01148,0.00451,-0.0049,0.0425,1.0000
5.750,0.6582,0.01180,0.00483,-0.0040,0.0400,1.0000
6.000,0.6812,0.01214,0.00519,-0.0030,0.0382,1.0000
6.250,0.7046,0.01242,0.00551,-0.0022,0.0371,1.0000
6.500,0.7280,0.01273,0.00586,-0.0013,0.0359,1.0000
6.750,0.7512,0.01305,0.00621,-0.0005,0.0345,1.0000
7.000,0.7744,0.01341,0.00659,0.0003,0.0330,1.0000
7.250,0.7972,0.01385,0.00705,0.0012,0.0315,1.0000
7.500,0.8195,0.01439,0.00763,0.0021,0.0300,1.0000
7.750,0.8435,0.01471,0.00800,0.0027,0.0292,1.0000
8.000,0.8675,0.01506,0.00841,0.0034,0.0280,1.0000
8.250,0.8913,0.01543,0.00883,0.0040,0.0267,1.0000
8.500,0.9151,0.01583,0.00926,0.0046,0.0254,1.0000
8.750,0.9380,0.01635,0.00980,0.0053,0.0240,1.0000
9.000,0.9609,0.01687,0.01038,0.0060,0.0229,1.0000
