Xfoil polar. Reynolds number fixed. Mach  number fixed
Polar key,xf-naca2415-il-200000-n5
Airfoil,naca2415-il
Reynolds number,200000
Ncrit,5
Mach,0
Max Cl/Cd,61.5473
Max Cl/Cd alpha,6.25
Url,http://airfoiltools.com/polar/csv?polar=xf-naca2415-il-200000-n5

Alpha,Cl,Cd,Cdp,Cm,Top_Xtr,Bot_Xtr
-16.250,-0.9068,0.08451,0.07935,-0.0527,1.0000,0.0383
-16.000,-0.9335,0.07638,0.07103,-0.0579,1.0000,0.0384
-15.750,-0.9519,0.06989,0.06437,-0.0620,1.0000,0.0387
-15.500,-0.9661,0.06429,0.05860,-0.0655,1.0000,0.0389
-15.250,-0.9772,0.05935,0.05350,-0.0684,1.0000,0.0392
-15.000,-0.9859,0.05498,0.04897,-0.0708,1.0000,0.0395
-14.750,-0.9924,0.05110,0.04493,-0.0728,1.0000,0.0399
-14.500,-0.9968,0.04768,0.04136,-0.0742,1.0000,0.0403
-14.250,-0.9998,0.04465,0.03816,-0.0751,1.0000,0.0407
-14.000,-1.0014,0.04198,0.03532,-0.0754,1.0000,0.0412
-13.750,-1.0020,0.03965,0.03279,-0.0753,1.0000,0.0417
-13.500,-0.9997,0.03773,0.03078,-0.0746,1.0000,0.0422
-13.250,-0.9955,0.03616,0.02916,-0.0735,1.0000,0.0427
-13.000,-0.9916,0.03476,0.02772,-0.0721,1.0000,0.0432
-12.750,-0.9884,0.03350,0.02641,-0.0701,1.0000,0.0437
-12.500,-0.9867,0.03240,0.02524,-0.0674,1.0000,0.0442
-12.250,-0.9870,0.03145,0.02422,-0.0639,1.0000,0.0447
-12.000,-0.9862,0.03056,0.02326,-0.0603,1.0000,0.0452
-11.750,-0.9817,0.02966,0.02227,-0.0572,1.0000,0.0459
-11.500,-0.9761,0.02883,0.02134,-0.0542,1.0000,0.0466
-11.250,-0.9691,0.02804,0.02044,-0.0512,1.0000,0.0474
-11.000,-0.9625,0.02723,0.01962,-0.0482,1.0000,0.0481
-10.750,-0.9545,0.02651,0.01889,-0.0453,1.0000,0.0489
-10.500,-0.9451,0.02584,0.01818,-0.0426,1.0000,0.0498
-10.250,-0.9347,0.02519,0.01748,-0.0401,1.0000,0.0508
-10.000,-0.9185,0.02450,0.01671,-0.0386,0.9992,0.0520
-9.750,-0.8886,0.02371,0.01580,-0.0397,0.9960,0.0536
-9.500,-0.8584,0.02287,0.01497,-0.0410,0.9931,0.0552
-9.250,-0.8296,0.02218,0.01425,-0.0419,0.9890,0.0572
-9.000,-0.7986,0.02155,0.01352,-0.0431,0.9853,0.0598
-8.750,-0.7666,0.02085,0.01282,-0.0446,0.9823,0.0624
-8.500,-0.7377,0.02026,0.01220,-0.0453,0.9775,0.0653
-8.250,-0.7064,0.01970,0.01158,-0.0464,0.9733,0.0688
-8.000,-0.6729,0.01911,0.01100,-0.0480,0.9701,0.0730
-7.750,-0.6430,0.01862,0.01048,-0.0487,0.9651,0.0779
-7.500,-0.6117,0.01812,0.00998,-0.0497,0.9602,0.0836
-7.250,-0.5770,0.01762,0.00949,-0.0514,0.9568,0.0901
-7.000,-0.5458,0.01722,0.00904,-0.0522,0.9517,0.0971
-6.750,-0.5167,0.01677,0.00863,-0.0527,0.9453,0.1046
-6.500,-0.4833,0.01634,0.00821,-0.0540,0.9411,0.1132
-6.250,-0.4551,0.01601,0.00786,-0.0541,0.9341,0.1220
-6.000,-0.4255,0.01561,0.00751,-0.0545,0.9276,0.1319
-5.750,-0.3926,0.01522,0.00714,-0.0556,0.9231,0.1430
-5.500,-0.3675,0.01492,0.00686,-0.0550,0.9136,0.1539
-5.250,-0.3364,0.01457,0.00653,-0.0557,0.9075,0.1673
-5.000,-0.3097,0.01427,0.00628,-0.0554,0.8985,0.1811
-4.750,-0.2800,0.01394,0.00599,-0.0557,0.8911,0.1966
-4.500,-0.2528,0.01366,0.00576,-0.0556,0.8818,0.2128
-4.250,-0.2234,0.01338,0.00551,-0.0557,0.8734,0.2305
-4.000,-0.1963,0.01314,0.00530,-0.0555,0.8633,0.2480
-3.750,-0.1671,0.01288,0.00507,-0.0556,0.8544,0.2662
-3.500,-0.1404,0.01267,0.00489,-0.0552,0.8430,0.2838
-3.250,-0.1123,0.01245,0.00469,-0.0551,0.8326,0.3024
-2.750,-0.0582,0.01206,0.00437,-0.0545,0.8090,0.3415
-2.500,-0.0309,0.01187,0.00421,-0.0542,0.7973,0.3634
-2.250,-0.0043,0.01169,0.00408,-0.0538,0.7845,0.3880
-2.000,0.0220,0.01153,0.00398,-0.0533,0.7715,0.4152
-1.750,0.0482,0.01136,0.00388,-0.0528,0.7586,0.4471
-1.500,0.0743,0.01120,0.00381,-0.0523,0.7457,0.4829
-1.250,0.1000,0.01106,0.00378,-0.0516,0.7320,0.5213
-1.000,0.1258,0.01095,0.00375,-0.0510,0.7188,0.5592
-0.750,0.1518,0.01086,0.00372,-0.0503,0.7057,0.5948
-0.500,0.1776,0.01079,0.00372,-0.0497,0.6923,0.6294
-0.250,0.2033,0.01072,0.00373,-0.0489,0.6792,0.6634
0.000,0.2290,0.01068,0.00375,-0.0482,0.6662,0.6966
0.250,0.2547,0.01066,0.00379,-0.0474,0.6530,0.7284
0.500,0.2804,0.01066,0.00385,-0.0466,0.6397,0.7589
0.750,0.3064,0.01069,0.00392,-0.0458,0.6274,0.7899
1.000,0.3328,0.01076,0.00401,-0.0451,0.6151,0.8188
1.250,0.3595,0.01085,0.00409,-0.0445,0.6022,0.8463
1.500,0.3876,0.01095,0.00419,-0.0441,0.5888,0.8703
1.750,0.4169,0.01109,0.00429,-0.0441,0.5747,0.8921
2.000,0.4474,0.01124,0.00438,-0.0444,0.5587,0.9114
2.250,0.4796,0.01142,0.00449,-0.0450,0.5434,0.9285
2.500,0.5135,0.01159,0.00461,-0.0461,0.5300,0.9440
2.750,0.5493,0.01177,0.00475,-0.0477,0.5172,0.9587
3.000,0.5870,0.01196,0.00489,-0.0497,0.5044,0.9724
3.500,0.6672,0.01235,0.00518,-0.0549,0.4786,0.9915
3.750,0.7061,0.01253,0.00532,-0.0573,0.4653,0.9979
4.000,0.7325,0.01271,0.00544,-0.0572,0.4530,1.0000
4.250,0.7520,0.01289,0.00556,-0.0557,0.4389,1.0000
4.500,0.7717,0.01308,0.00569,-0.0541,0.4237,1.0000
4.750,0.7916,0.01327,0.00585,-0.0526,0.4097,1.0000
5.000,0.8117,0.01349,0.00602,-0.0512,0.3972,1.0000
5.250,0.8314,0.01373,0.00620,-0.0496,0.3846,1.0000
5.500,0.8515,0.01396,0.00641,-0.0481,0.3712,1.0000
5.750,0.8716,0.01421,0.00663,-0.0467,0.3577,1.0000
6.000,0.8914,0.01449,0.00687,-0.0452,0.3436,1.0000
6.250,0.9109,0.01480,0.00712,-0.0437,0.3285,1.0000
6.500,0.9302,0.01514,0.00740,-0.0421,0.3116,1.0000
6.750,0.9492,0.01550,0.00770,-0.0406,0.2929,1.0000
7.000,0.9677,0.01591,0.00803,-0.0390,0.2724,1.0000
7.250,0.9852,0.01637,0.00839,-0.0373,0.2518,1.0000
7.500,1.0023,0.01688,0.00879,-0.0356,0.2328,1.0000
7.750,1.0193,0.01740,0.00924,-0.0339,0.2161,1.0000
8.000,1.0361,0.01795,0.00972,-0.0321,0.2012,1.0000
8.250,1.0530,0.01848,0.01021,-0.0305,0.1870,1.0000
8.500,1.0696,0.01902,0.01073,-0.0288,0.1732,1.0000
8.750,1.0845,0.01958,0.01125,-0.0268,0.1601,1.0000
9.000,1.0983,0.02019,0.01182,-0.0247,0.1478,1.0000
9.250,1.1115,0.02086,0.01246,-0.0226,0.1365,1.0000
9.500,1.1243,0.02160,0.01316,-0.0206,0.1262,1.0000
9.750,1.1366,0.02239,0.01392,-0.0186,0.1169,1.0000
10.000,1.1497,0.02317,0.01471,-0.0168,0.1089,1.0000
10.250,1.1612,0.02407,0.01561,-0.0149,0.1020,1.0000
10.500,1.1733,0.02496,0.01653,-0.0132,0.0954,1.0000
10.750,1.1842,0.02597,0.01755,-0.0115,0.0899,1.0000
11.000,1.1949,0.02701,0.01862,-0.0099,0.0846,1.0000
11.250,1.2044,0.02818,0.01982,-0.0083,0.0801,1.0000
11.500,1.2142,0.02938,0.02106,-0.0069,0.0758,1.0000
11.750,1.2211,0.03082,0.02251,-0.0054,0.0725,1.0000
12.000,1.2305,0.03215,0.02392,-0.0042,0.0694,1.0000
12.250,1.2377,0.03368,0.02551,-0.0031,0.0667,1.0000
12.500,1.2424,0.03549,0.02734,-0.0019,0.0646,1.0000
12.750,1.2490,0.03721,0.02915,-0.0010,0.0627,1.0000
13.000,1.2550,0.03902,0.03105,-0.0002,0.0608,1.0000
13.250,1.2595,0.04104,0.03314,0.0005,0.0591,1.0000
13.500,1.2620,0.04330,0.03544,0.0010,0.0577,1.0000
13.750,1.2639,0.04570,0.03789,0.0015,0.0564,1.0000
14.000,1.2681,0.04792,0.04022,0.0018,0.0551,1.0000
14.250,1.2712,0.05031,0.04271,0.0020,0.0539,1.0000
14.500,1.2733,0.05285,0.04534,0.0021,0.0528,1.0000
14.750,1.2746,0.05555,0.04811,0.0021,0.0519,1.0000
15.000,1.2750,0.05841,0.05104,0.0019,0.0511,1.0000
15.250,1.2743,0.06142,0.05408,0.0017,0.0503,1.0000
15.500,1.2757,0.06425,0.05701,0.0014,0.0495,1.0000
15.750,1.2773,0.06714,0.06002,0.0010,0.0486,1.0000
16.000,1.2782,0.07015,0.06314,0.0006,0.0477,1.0000
16.250,1.2785,0.07328,0.06636,0.0000,0.0469,1.0000
16.500,1.2785,0.07647,0.06964,-0.0007,0.0462,1.0000
