Xfoil polar. Reynolds number fixed. Mach  number fixed
Polar key,xf-n0009sm-il-1000000-n5
Airfoil,n0009sm-il
Reynolds number,1000000
Ncrit,5
Mach,0
Max Cl/Cd,75.5516
Max Cl/Cd alpha,7.25
Url,http://airfoiltools.com/polar/csv?polar=xf-n0009sm-il-1000000-n5

Alpha,Cl,Cd,Cdp,Cm,Top_Xtr,Bot_Xtr
-16.500,-0.9702,0.11673,0.11456,0.0038,1.0000,0.0024
-16.250,-1.1286,0.08125,0.07874,-0.0149,1.0000,0.0021
-16.000,-1.1865,0.06550,0.06275,-0.0246,1.0000,0.0020
-15.750,-1.2351,0.05212,0.04908,-0.0344,1.0000,0.0019
-15.500,-1.2534,0.04559,0.04238,-0.0388,1.0000,0.0019
-15.250,-1.2645,0.04101,0.03765,-0.0412,1.0000,0.0020
-15.000,-1.2708,0.03763,0.03414,-0.0421,1.0000,0.0021
-14.750,-1.2794,0.03450,0.03084,-0.0420,1.0000,0.0020
-14.500,-1.2834,0.03220,0.02838,-0.0408,1.0000,0.0020
-14.250,-1.2822,0.03055,0.02663,-0.0392,1.0000,0.0021
-14.000,-1.2832,0.02890,0.02484,-0.0368,1.0000,0.0021
-13.750,-1.2794,0.02770,0.02354,-0.0343,1.0000,0.0022
-13.500,-1.2772,0.02653,0.02225,-0.0312,1.0000,0.0022
-13.250,-1.2719,0.02557,0.02120,-0.0282,1.0000,0.0023
-13.000,-1.2629,0.02452,0.02004,-0.0259,1.0000,0.0024
-12.750,-1.2521,0.02351,0.01892,-0.0237,1.0000,0.0025
-12.500,-1.2392,0.02262,0.01792,-0.0218,1.0000,0.0025
-12.250,-1.2250,0.02179,0.01699,-0.0200,1.0000,0.0026
-12.000,-1.2098,0.02100,0.01610,-0.0182,1.0000,0.0027
-11.750,-1.1938,0.02024,0.01525,-0.0166,1.0000,0.0028
-11.500,-1.1775,0.01948,0.01438,-0.0149,1.0000,0.0029
-11.250,-1.1614,0.01865,0.01345,-0.0132,1.0000,0.0031
-11.000,-1.1440,0.01794,0.01267,-0.0116,1.0000,0.0034
-10.750,-1.1259,0.01730,0.01197,-0.0101,1.0000,0.0036
-10.500,-1.1071,0.01672,0.01132,-0.0087,1.0000,0.0039
-10.250,-1.0879,0.01617,0.01071,-0.0073,1.0000,0.0042
-10.000,-1.0682,0.01568,0.01015,-0.0059,1.0000,0.0045
-9.750,-1.0481,0.01521,0.00962,-0.0046,1.0000,0.0048
-9.500,-1.0288,0.01465,0.00900,-0.0031,1.0000,0.0055
-9.250,-1.0089,0.01417,0.00847,-0.0017,1.0000,0.0061
-9.000,-0.9885,0.01373,0.00800,-0.0004,1.0000,0.0068
-8.750,-0.9680,0.01332,0.00754,0.0009,1.0000,0.0078
-8.500,-0.9479,0.01286,0.00708,0.0023,1.0000,0.0094
-8.250,-0.9270,0.01249,0.00668,0.0036,1.0000,0.0107
-8.000,-0.9065,0.01209,0.00629,0.0050,1.0000,0.0135
-7.750,-0.8852,0.01177,0.00596,0.0062,1.0000,0.0155
-7.500,-0.8639,0.01145,0.00562,0.0075,1.0000,0.0177
-7.250,-0.8427,0.01115,0.00534,0.0087,1.0000,0.0206
-7.000,-0.8129,0.01090,0.00507,0.0081,0.9991,0.0226
-6.750,-0.7818,0.01061,0.00477,0.0073,0.9978,0.0252
-6.500,-0.7506,0.01033,0.00450,0.0064,0.9962,0.0281
-6.250,-0.7186,0.01009,0.00425,0.0053,0.9946,0.0303
-6.000,-0.6870,0.00989,0.00402,0.0044,0.9930,0.0318
-5.750,-0.6574,0.00963,0.00375,0.0040,0.9907,0.0350
-5.500,-0.6269,0.00937,0.00353,0.0033,0.9882,0.0392
-5.250,-0.5953,0.00917,0.00332,0.0024,0.9857,0.0417
-5.000,-0.5627,0.00898,0.00310,0.0013,0.9836,0.0437
-4.750,-0.5295,0.00874,0.00288,0.0001,0.9817,0.0490
-4.500,-0.5022,0.00853,0.00269,0.0002,0.9767,0.0533
-4.250,-0.4714,0.00833,0.00251,-0.0004,0.9727,0.0592
-4.000,-0.4384,0.00812,0.00232,-0.0016,0.9694,0.0665
-3.750,-0.4078,0.00790,0.00215,-0.0022,0.9640,0.0763
-3.500,-0.3745,0.00768,0.00198,-0.0034,0.9583,0.0903
-3.250,-0.3402,0.00739,0.00180,-0.0050,0.9518,0.1150
-3.000,-0.3061,0.00709,0.00162,-0.0064,0.9418,0.1498
-2.750,-0.2727,0.00683,0.00146,-0.0077,0.9277,0.1806
-2.500,-0.2421,0.00662,0.00132,-0.0083,0.9092,0.2113
-2.250,-0.2146,0.00644,0.00120,-0.0082,0.8865,0.2471
-2.000,-0.1894,0.00627,0.00109,-0.0076,0.8598,0.2874
-1.750,-0.1649,0.00620,0.00101,-0.0068,0.8289,0.3164
-1.500,-0.1413,0.00611,0.00094,-0.0058,0.7965,0.3535
-1.250,-0.1175,0.00603,0.00088,-0.0048,0.7661,0.3903
-1.000,-0.0950,0.00587,0.00083,-0.0037,0.7333,0.4495
-0.750,-0.0725,0.00576,0.00079,-0.0025,0.6987,0.5061
-0.500,-0.0485,0.00574,0.00077,-0.0017,0.6658,0.5383
-0.250,-0.0242,0.00573,0.00076,-0.0008,0.6343,0.5698
0.000,-0.0001,0.00574,0.00075,0.0000,0.6008,0.6012
0.250,0.0241,0.00574,0.00076,0.0008,0.5684,0.6332
0.500,0.0484,0.00574,0.00077,0.0017,0.5385,0.6662
0.750,0.0726,0.00575,0.00079,0.0025,0.5073,0.6988
1.000,0.0950,0.00588,0.00083,0.0037,0.4488,0.7330
1.250,0.1175,0.00603,0.00088,0.0048,0.3897,0.7655
1.500,0.1414,0.00610,0.00094,0.0058,0.3558,0.7966
1.750,0.1648,0.00619,0.00101,0.0068,0.3169,0.8289
2.000,0.1893,0.00627,0.00109,0.0076,0.2866,0.8601
2.250,0.2146,0.00643,0.00120,0.0082,0.2475,0.8863
2.500,0.2421,0.00662,0.00132,0.0083,0.2114,0.9092
2.750,0.2727,0.00683,0.00146,0.0077,0.1806,0.9278
3.000,0.3060,0.00709,0.00162,0.0064,0.1497,0.9418
3.250,0.3402,0.00740,0.00180,0.0049,0.1141,0.9519
3.500,0.3746,0.00768,0.00198,0.0034,0.0901,0.9584
3.750,0.4078,0.00790,0.00215,0.0022,0.0763,0.9640
4.000,0.4385,0.00812,0.00232,0.0016,0.0665,0.9695
4.250,0.4716,0.00833,0.00250,0.0004,0.0593,0.9727
4.500,0.5023,0.00854,0.00269,-0.0003,0.0532,0.9768
4.750,0.5297,0.00874,0.00288,-0.0001,0.0489,0.9817
5.000,0.5629,0.00898,0.00310,-0.0014,0.0436,0.9836
5.250,0.5954,0.00917,0.00331,-0.0024,0.0417,0.9858
5.500,0.6271,0.00937,0.00353,-0.0033,0.0393,0.9882
5.750,0.6576,0.00963,0.00375,-0.0040,0.0350,0.9907
6.000,0.6872,0.00989,0.00402,-0.0045,0.0317,0.9931
6.250,0.7189,0.01009,0.00425,-0.0054,0.0303,0.9947
6.500,0.7508,0.01033,0.00450,-0.0064,0.0281,0.9963
6.750,0.7821,0.01061,0.00476,-0.0073,0.0252,0.9979
7.000,0.8132,0.01089,0.00506,-0.0082,0.0225,0.9992
7.250,0.8424,0.01115,0.00533,-0.0087,0.0204,1.0000
7.500,0.8637,0.01146,0.00561,-0.0074,0.0176,1.0000
7.750,0.8851,0.01176,0.00595,-0.0062,0.0155,1.0000
8.000,0.9063,0.01209,0.00629,-0.0049,0.0135,1.0000
8.250,0.9269,0.01249,0.00668,-0.0036,0.0109,1.0000
8.500,0.9478,0.01286,0.00708,-0.0023,0.0095,1.0000
8.750,0.9678,0.01333,0.00755,-0.0009,0.0077,1.0000
9.000,0.9884,0.01373,0.00800,0.0004,0.0068,1.0000
9.250,1.0088,0.01417,0.00847,0.0017,0.0061,1.0000
9.500,1.0287,0.01466,0.00900,0.0031,0.0055,1.0000
9.750,1.0481,0.01521,0.00963,0.0046,0.0048,1.0000
10.000,1.0682,0.01568,0.01015,0.0059,0.0045,1.0000
10.250,1.0879,0.01618,0.01072,0.0073,0.0043,1.0000
10.500,1.1072,0.01672,0.01132,0.0086,0.0040,1.0000
10.750,1.1259,0.01731,0.01197,0.0101,0.0036,1.0000
11.000,1.1442,0.01794,0.01267,0.0116,0.0034,1.0000
11.250,1.1617,0.01864,0.01345,0.0131,0.0031,1.0000
11.500,1.1777,0.01948,0.01438,0.0149,0.0029,1.0000
11.750,1.1936,0.02029,0.01531,0.0166,0.0028,1.0000
12.000,1.2102,0.02099,0.01610,0.0182,0.0027,1.0000
12.250,1.2251,0.02182,0.01702,0.0199,0.0026,1.0000
12.500,1.2394,0.02265,0.01795,0.0217,0.0026,1.0000
12.750,1.2529,0.02350,0.01889,0.0236,0.0025,1.0000
13.000,1.2630,0.02457,0.02010,0.0258,0.0024,1.0000
13.250,1.2728,0.02557,0.02120,0.0281,0.0024,1.0000
13.500,1.2772,0.02660,0.02233,0.0312,0.0023,1.0000
13.750,1.2792,0.02780,0.02365,0.0343,0.0023,1.0000
14.000,1.2816,0.02910,0.02507,0.0369,0.0022,1.0000
14.250,1.2837,0.03054,0.02662,0.0390,0.0022,1.0000
