Xfoil polar. Reynolds number fixed. Mach  number fixed
Polar key,xf-naca2410-il-100000-n5
Airfoil,naca2410-il
Reynolds number,100000
Ncrit,5
Mach,0
Max Cl/Cd,49.9371
Max Cl/Cd alpha,5.25
Url,http://airfoiltools.com/polar/csv?polar=xf-naca2410-il-100000-n5

Alpha,Cl,Cd,Cdp,Cm,Top_Xtr,Bot_Xtr
-10.250,-0.5629,0.09185,0.08660,-0.0254,1.0000,0.0367
-10.000,-0.5764,0.08412,0.07895,-0.0302,1.0000,0.0370
-9.750,-0.5963,0.07438,0.06927,-0.0370,1.0000,0.0369
-9.500,-0.6274,0.06309,0.05795,-0.0469,1.0000,0.0361
-9.250,-0.6545,0.05546,0.05008,-0.0504,1.0000,0.0359
-9.000,-0.6728,0.04909,0.04331,-0.0511,1.0000,0.0364
-8.750,-0.6827,0.04362,0.03725,-0.0503,1.0000,0.0373
-8.500,-0.6828,0.03937,0.03243,-0.0488,1.0000,0.0383
-8.250,-0.6713,0.03713,0.03002,-0.0476,1.0000,0.0394
-8.000,-0.6569,0.03559,0.02835,-0.0464,1.0000,0.0411
-7.750,-0.6424,0.03385,0.02637,-0.0451,1.0000,0.0434
-7.500,-0.6282,0.03157,0.02363,-0.0436,1.0000,0.0457
-7.250,-0.6120,0.02947,0.02100,-0.0421,1.0000,0.0476
-7.000,-0.5941,0.02803,0.01957,-0.0410,1.0000,0.0499
-6.750,-0.5750,0.02698,0.01838,-0.0399,1.0000,0.0525
-6.500,-0.5553,0.02566,0.01681,-0.0387,1.0000,0.0549
-6.250,-0.5347,0.02454,0.01539,-0.0376,1.0000,0.0579
-6.000,-0.5143,0.02339,0.01418,-0.0366,1.0000,0.0606
-5.750,-0.4933,0.02250,0.01324,-0.0356,1.0000,0.0632
-5.500,-0.4718,0.02165,0.01227,-0.0346,1.0000,0.0660
-5.250,-0.4499,0.02096,0.01141,-0.0336,1.0000,0.0700
-5.000,-0.4283,0.02016,0.01062,-0.0327,1.0000,0.0736
-4.750,-0.4063,0.01953,0.00996,-0.0319,1.0000,0.0776
-4.500,-0.3839,0.01895,0.00928,-0.0310,1.0000,0.0824
-4.250,-0.3615,0.01836,0.00872,-0.0304,1.0000,0.0885
-4.000,-0.3246,0.01779,0.00816,-0.0326,0.9951,0.1017
-3.750,-0.2880,0.01723,0.00764,-0.0347,0.9893,0.1204
-3.500,-0.2504,0.01673,0.00723,-0.0371,0.9839,0.1467
-3.250,-0.2148,0.01628,0.00692,-0.0390,0.9771,0.1840
-3.000,-0.1789,0.01585,0.00668,-0.0410,0.9707,0.2338
-2.750,-0.1431,0.01538,0.00649,-0.0430,0.9639,0.2979
-2.500,-0.1091,0.01493,0.00631,-0.0445,0.9564,0.3660
-2.250,-0.0732,0.01445,0.00614,-0.0463,0.9498,0.4474
-2.000,-0.0413,0.01397,0.00606,-0.0470,0.9415,0.5472
-1.750,-0.0087,0.01353,0.00600,-0.0474,0.9343,0.6580
-1.500,0.0191,0.01321,0.00600,-0.0464,0.9246,0.7625
-1.250,0.0574,0.01301,0.00599,-0.0473,0.9182,0.8639
-1.000,0.1046,0.01292,0.00589,-0.0506,0.9099,0.9393
-0.750,0.1598,0.01281,0.00568,-0.0560,0.9033,0.9868
-0.500,0.1992,0.01272,0.00549,-0.0583,0.8913,1.0000
-0.250,0.2290,0.01266,0.00533,-0.0586,0.8774,1.0000
0.000,0.2582,0.01260,0.00519,-0.0587,0.8630,1.0000
0.250,0.2867,0.01256,0.00506,-0.0586,0.8480,1.0000
0.500,0.3148,0.01254,0.00496,-0.0584,0.8324,1.0000
0.750,0.3424,0.01252,0.00488,-0.0581,0.8162,1.0000
1.000,0.3697,0.01253,0.00481,-0.0577,0.7994,1.0000
