Xfoil polar. Reynolds number fixed. Mach  number fixed
Polar key,xf-n0009sm-il-200000-n5
Airfoil,n0009sm-il
Reynolds number,200000
Ncrit,5
Mach,0
Max Cl/Cd,42.1903
Max Cl/Cd alpha,5.75
Url,http://airfoiltools.com/polar/csv?polar=xf-n0009sm-il-200000-n5

Alpha,Cl,Cd,Cdp,Cm,Top_Xtr,Bot_Xtr
-13.250,-0.8683,0.08119,0.07741,-0.0163,1.0000,0.0108
-13.000,-0.8961,0.07048,0.06658,-0.0237,1.0000,0.0104
-12.750,-0.9234,0.06071,0.05661,-0.0312,1.0000,0.0104
-12.500,-0.9444,0.05377,0.04947,-0.0361,1.0000,0.0103
-12.250,-0.9627,0.04855,0.04402,-0.0386,1.0000,0.0103
-12.000,-0.9796,0.04441,0.03962,-0.0389,1.0000,0.0104
-11.750,-0.9928,0.04121,0.03618,-0.0374,1.0000,0.0106
-11.500,-1.0025,0.03860,0.03331,-0.0348,1.0000,0.0107
-11.250,-1.0091,0.03638,0.03083,-0.0315,1.0000,0.0110
-11.000,-1.0133,0.03413,0.02839,-0.0283,1.0000,0.0113
-10.750,-1.0086,0.03249,0.02660,-0.0259,1.0000,0.0119
-10.500,-0.9987,0.03124,0.02522,-0.0240,1.0000,0.0126
-10.250,-0.9853,0.03030,0.02410,-0.0223,1.0000,0.0138
-10.000,-0.9732,0.02889,0.02245,-0.0204,1.0000,0.0152
-9.750,-0.9609,0.02734,0.02065,-0.0184,1.0000,0.0164
-9.500,-0.9475,0.02615,0.01937,-0.0166,1.0000,0.0178
-9.250,-0.9308,0.02528,0.01838,-0.0150,1.0000,0.0193
-9.000,-0.9129,0.02446,0.01739,-0.0136,1.0000,0.0217
-8.750,-0.8963,0.02334,0.01610,-0.0119,1.0000,0.0239
-8.500,-0.8783,0.02264,0.01534,-0.0105,1.0000,0.0262
-8.250,-0.8593,0.02190,0.01449,-0.0091,1.0000,0.0286
-8.000,-0.8392,0.02128,0.01364,-0.0077,1.0000,0.0314
-7.750,-0.8212,0.02038,0.01269,-0.0062,1.0000,0.0342
-7.500,-0.8009,0.01989,0.01214,-0.0050,1.0000,0.0372
-7.250,-0.7803,0.01935,0.01149,-0.0037,1.0000,0.0406
-7.000,-0.7593,0.01881,0.01079,-0.0024,1.0000,0.0428
-6.750,-0.7413,0.01792,0.00991,-0.0008,1.0000,0.0461
-6.500,-0.7209,0.01738,0.00932,0.0005,1.0000,0.0493
-6.250,-0.7005,0.01682,0.00865,0.0019,1.0000,0.0522
-6.000,-0.6798,0.01632,0.00804,0.0033,1.0000,0.0547
-5.750,-0.6608,0.01566,0.00740,0.0048,1.0000,0.0589
-5.500,-0.6401,0.01522,0.00692,0.0062,1.0000,0.0635
-5.250,-0.6191,0.01482,0.00643,0.0075,1.0000,0.0677
-5.000,-0.5992,0.01429,0.00593,0.0090,1.0000,0.0733
-4.750,-0.5782,0.01392,0.00549,0.0103,1.0000,0.0802
-4.500,-0.5577,0.01349,0.00511,0.0116,1.0000,0.0902
-4.250,-0.5371,0.01309,0.00476,0.0130,1.0000,0.1048
-4.000,-0.5168,0.01267,0.00444,0.0143,1.0000,0.1273
-3.750,-0.4966,0.01226,0.00417,0.0157,1.0000,0.1592
-3.500,-0.4767,0.01185,0.00391,0.0170,1.0000,0.2008
-3.250,-0.4571,0.01143,0.00372,0.0184,1.0000,0.2512
-3.000,-0.4375,0.01107,0.00358,0.0199,1.0000,0.3042
-2.750,-0.4035,0.01071,0.00345,0.0182,0.9952,0.3638
-2.500,-0.3702,0.01033,0.00332,0.0168,0.9893,0.4283
-2.250,-0.3362,0.01000,0.00324,0.0153,0.9832,0.4910
-2.000,-0.3050,0.00964,0.00317,0.0146,0.9760,0.5579
-1.750,-0.2727,0.00927,0.00313,0.0137,0.9693,0.6371
-1.500,-0.2427,0.00898,0.00310,0.0136,0.9608,0.6983
-1.250,-0.2066,0.00878,0.00307,0.0122,0.9547,0.7463
-1.000,-0.1741,0.00861,0.00306,0.0116,0.9452,0.7892
-0.750,-0.1346,0.00852,0.00306,0.0096,0.9377,0.8287
-0.500,-0.0920,0.00849,0.00311,0.0069,0.9290,0.8619
-0.250,-0.0473,0.00849,0.00314,0.0037,0.9187,0.8872
0.000,0.0000,0.00850,0.00316,0.0000,0.9055,0.9055
0.250,0.0472,0.00850,0.00315,-0.0037,0.8874,0.9187
0.500,0.0920,0.00849,0.00311,-0.0069,0.8619,0.9290
0.750,0.1347,0.00852,0.00306,-0.0096,0.8286,0.9378
1.000,0.1741,0.00861,0.00306,-0.0116,0.7890,0.9452
1.250,0.2066,0.00878,0.00307,-0.0122,0.7458,0.9547
1.500,0.2427,0.00898,0.00310,-0.0136,0.6986,0.9608
1.750,0.2727,0.00926,0.00313,-0.0137,0.6371,0.9693
2.000,0.3049,0.00964,0.00316,-0.0145,0.5577,0.9760
2.250,0.3361,0.01000,0.00324,-0.0153,0.4906,0.9833
2.500,0.3703,0.01033,0.00332,-0.0168,0.4285,0.9894
2.750,0.4037,0.01070,0.00345,-0.0182,0.3647,0.9953
3.000,0.4374,0.01107,0.00358,-0.0198,0.3041,1.0000
3.250,0.4570,0.01143,0.00372,-0.0184,0.2518,1.0000
3.500,0.4766,0.01185,0.00391,-0.0170,0.2001,1.0000
3.750,0.4965,0.01226,0.00416,-0.0156,0.1592,1.0000
4.000,0.5167,0.01267,0.00444,-0.0143,0.1270,1.0000
4.250,0.5370,0.01309,0.00476,-0.0129,0.1048,1.0000
4.500,0.5576,0.01349,0.00511,-0.0116,0.0900,1.0000
4.750,0.5781,0.01392,0.00549,-0.0103,0.0799,1.0000
5.000,0.5991,0.01429,0.00591,-0.0089,0.0732,1.0000
5.250,0.6189,0.01482,0.00643,-0.0075,0.0677,1.0000
5.500,0.6400,0.01522,0.00692,-0.0061,0.0636,1.0000
5.750,0.6607,0.01566,0.00740,-0.0048,0.0589,1.0000
6.000,0.6797,0.01633,0.00804,-0.0033,0.0547,1.0000
6.250,0.7004,0.01682,0.00865,-0.0019,0.0523,1.0000
6.500,0.7208,0.01738,0.00932,-0.0005,0.0493,1.0000
6.750,0.7412,0.01792,0.00992,0.0008,0.0461,1.0000
7.000,0.7593,0.01882,0.01080,0.0024,0.0428,1.0000
7.250,0.7803,0.01935,0.01149,0.0037,0.0405,1.0000
7.500,0.8009,0.01989,0.01215,0.0050,0.0373,1.0000
7.750,0.8212,0.02038,0.01269,0.0062,0.0342,1.0000
8.000,0.8391,0.02130,0.01367,0.0078,0.0314,1.0000
8.250,0.8593,0.02192,0.01450,0.0091,0.0287,1.0000
8.500,0.8784,0.02263,0.01534,0.0105,0.0262,1.0000
8.750,0.8963,0.02337,0.01613,0.0119,0.0239,1.0000
9.000,0.9134,0.02439,0.01732,0.0135,0.0216,1.0000
9.250,0.9310,0.02527,0.01837,0.0150,0.0193,1.0000
9.500,0.9476,0.02616,0.01938,0.0166,0.0178,1.0000
9.750,0.9610,0.02736,0.02066,0.0184,0.0164,1.0000
10.000,0.9737,0.02884,0.02240,0.0203,0.0151,1.0000
10.250,0.9860,0.03024,0.02403,0.0222,0.0138,1.0000
10.500,0.9974,0.03150,0.02550,0.0241,0.0128,1.0000
10.750,1.0093,0.03244,0.02654,0.0258,0.0118,1.0000
11.000,1.0136,0.03415,0.02841,0.0282,0.0113,1.0000
11.250,1.0101,0.03635,0.03079,0.0314,0.0110,1.0000
11.500,1.0030,0.03862,0.03333,0.0347,0.0107,1.0000
11.750,0.9925,0.04132,0.03630,0.0374,0.0105,1.0000
12.000,0.9801,0.04445,0.03968,0.0388,0.0103,1.0000
12.250,0.9643,0.04846,0.04392,0.0385,0.0103,1.0000
12.500,0.9459,0.05369,0.04938,0.0360,0.0103,1.0000
12.750,0.9253,0.06053,0.05641,0.0312,0.0104,1.0000
13.000,0.9002,0.06982,0.06590,0.0240,0.0105,1.0000
13.250,0.8717,0.08063,0.07683,0.0165,0.0108,1.0000
