Xfoil polar. Reynolds number fixed. Mach  number fixed
Polar key,xf-naca6412-il-200000-n5
Airfoil,naca6412-il
Reynolds number,200000
Ncrit,5
Mach,0
Max Cl/Cd,81.218
Max Cl/Cd alpha,6.5
Url,http://airfoiltools.com/polar/csv?polar=xf-naca6412-il-200000-n5

Alpha,Cl,Cd,Cdp,Cm,Top_Xtr,Bot_Xtr
-8.750,-0.2812,0.03450,0.02977,-0.1366,0.9274,0.0297
-8.500,-0.2655,0.03216,0.02722,-0.1374,0.9197,0.0301
-8.250,-0.2431,0.02984,0.02464,-0.1390,0.9143,0.0307
-8.000,-0.2168,0.02742,0.02186,-0.1410,0.9107,0.0316
-7.750,-0.1997,0.02552,0.01960,-0.1405,0.9021,0.0328
-7.500,-0.1743,0.02333,0.01688,-0.1414,0.8967,0.0342
-7.250,-0.1485,0.02220,0.01562,-0.1415,0.8907,0.0351
-7.000,-0.1241,0.02135,0.01466,-0.1412,0.8832,0.0359
-6.750,-0.0949,0.02038,0.01351,-0.1418,0.8786,0.0372
-6.500,-0.0709,0.01951,0.01242,-0.1413,0.8716,0.0387
-6.250,-0.0445,0.01866,0.01136,-0.1412,0.8655,0.0404
-6.000,-0.0144,0.01809,0.01075,-0.1417,0.8611,0.0421
-5.750,0.0094,0.01755,0.01011,-0.1410,0.8531,0.0439
-5.500,0.0378,0.01688,0.00922,-0.1410,0.8471,0.0461
-5.250,0.0648,0.01637,0.00869,-0.1409,0.8406,0.0482
-5.000,0.0914,0.01598,0.00823,-0.1406,0.8331,0.0512
-4.750,0.1210,0.01548,0.00759,-0.1409,0.8274,0.0545
-4.500,0.1461,0.01516,0.00725,-0.1403,0.8185,0.0576
-4.250,0.1752,0.01480,0.00676,-0.1404,0.8118,0.0619
-4.000,0.2010,0.01449,0.00645,-0.1400,0.8033,0.0659
-3.750,0.2294,0.01421,0.00607,-0.1399,0.7959,0.0711
-3.500,0.2558,0.01394,0.00580,-0.1396,0.7870,0.0763
-3.250,0.2840,0.01373,0.00547,-0.1395,0.7788,0.0828
-3.000,0.3102,0.01350,0.00526,-0.1391,0.7693,0.0895
-2.750,0.3383,0.01331,0.00498,-0.1389,0.7610,0.0972
-2.500,0.3644,0.01315,0.00482,-0.1385,0.7510,0.1055
-2.250,0.3918,0.01299,0.00461,-0.1383,0.7418,0.1142
-2.000,0.4183,0.01289,0.00445,-0.1379,0.7315,0.1250
-1.750,0.4450,0.01277,0.00434,-0.1376,0.7218,0.1375
-1.500,0.4718,0.01268,0.00423,-0.1372,0.7121,0.1505
-1.250,0.4981,0.01261,0.00415,-0.1368,0.7019,0.1645
-1.000,0.5247,0.01256,0.00406,-0.1365,0.6920,0.1802
-0.750,0.5507,0.01252,0.00402,-0.1360,0.6811,0.1977
-0.500,0.5768,0.01249,0.00399,-0.1356,0.6709,0.2171
-0.250,0.6029,0.01247,0.00397,-0.1352,0.6610,0.2386
0.000,0.6286,0.01246,0.00398,-0.1347,0.6507,0.2625
0.250,0.6544,0.01246,0.00398,-0.1343,0.6411,0.2892
0.500,0.6797,0.01244,0.00401,-0.1337,0.6309,0.3217
0.750,0.7050,0.01240,0.00405,-0.1332,0.6220,0.3646
1.000,0.7286,0.01217,0.00414,-0.1324,0.6129,0.4740
1.250,0.7775,0.01131,0.00427,-0.1368,0.6034,0.9999
1.500,0.8032,0.01148,0.00432,-0.1363,0.5947,0.9999
1.750,0.8289,0.01165,0.00440,-0.1359,0.5867,0.9999
2.000,0.8544,0.01184,0.00449,-0.1354,0.5785,0.9999
2.250,0.8800,0.01202,0.00460,-0.1349,0.5710,0.9999
2.500,0.9055,0.01221,0.00472,-0.1344,0.5634,0.9999
2.750,0.9311,0.01242,0.00484,-0.1340,0.5567,0.9999
3.000,0.9564,0.01261,0.00501,-0.1335,0.5494,0.9999
3.250,0.9817,0.01283,0.00515,-0.1330,0.5428,0.9999
3.500,1.0071,0.01304,0.00533,-0.1326,0.5364,0.9999
3.750,1.0322,0.01325,0.00552,-0.1321,0.5299,0.9999
4.250,1.0825,0.01370,0.00593,-0.1311,0.5181,0.9999
4.500,1.1073,0.01394,0.00615,-0.1306,0.5121,0.9999
4.750,1.1323,0.01420,0.00637,-0.1301,0.5066,0.9999
5.000,1.1567,0.01442,0.00664,-0.1296,0.5003,0.9999
5.250,1.1812,0.01467,0.00689,-0.1290,0.4946,0.9999
5.500,1.2058,0.01495,0.00715,-0.1285,0.4894,0.9999
5.750,1.2296,0.01519,0.00746,-0.1278,0.4830,0.9999
6.000,1.2533,0.01546,0.00773,-0.1271,0.4769,0.9999
6.250,1.2773,0.01575,0.00804,-0.1265,0.4716,0.9999
6.500,1.3003,0.01601,0.00838,-0.1258,0.4653,0.9999
6.750,1.3230,0.01631,0.00868,-0.1249,0.4587,0.9999
7.000,1.3449,0.01660,0.00904,-0.1239,0.4514,0.9999
7.250,1.3659,0.01690,0.00937,-0.1228,0.4433,0.9999
7.500,1.3851,0.01721,0.00972,-0.1213,0.4331,0.9999
7.750,1.4024,0.01755,0.01005,-0.1195,0.4213,0.9999
8.000,1.4175,0.01790,0.01043,-0.1173,0.4079,0.9999
8.250,1.4321,0.01827,0.01084,-0.1150,0.3945,0.9999
8.500,1.4467,0.01870,0.01129,-0.1129,0.3813,0.9999
8.750,1.4606,0.01919,0.01179,-0.1106,0.3677,0.9999
9.000,1.4733,0.01975,0.01236,-0.1083,0.3524,0.9999
9.250,1.4845,0.02041,0.01301,-0.1058,0.3350,0.9999
9.500,1.4932,0.02122,0.01378,-0.1031,0.3153,0.9999
9.750,1.4997,0.02221,0.01470,-0.1002,0.2937,0.9999
10.000,1.5048,0.02336,0.01578,-0.0973,0.2701,0.9999
10.250,1.5074,0.02474,0.01707,-0.0943,0.2458,0.9999
10.500,1.5080,0.02635,0.01856,-0.0912,0.2202,0.9999
10.750,1.5079,0.02812,0.02024,-0.0883,0.1952,0.9999
11.000,1.5060,0.03013,0.02214,-0.0855,0.1719,0.9999
11.250,1.5038,0.03228,0.02421,-0.0830,0.1499,0.9999
11.500,1.5006,0.03462,0.02647,-0.0805,0.1308,0.9999
11.750,1.4983,0.03700,0.02881,-0.0784,0.1139,0.9999
12.000,1.4958,0.03949,0.03128,-0.0765,0.0999,0.9999
12.250,1.4937,0.04207,0.03385,-0.0749,0.0885,0.9999
12.500,1.4914,0.04478,0.03656,-0.0734,0.0791,0.9999
12.750,1.4895,0.04755,0.03934,-0.0722,0.0712,0.9999
13.000,1.4887,0.05030,0.04214,-0.0711,0.0648,0.9999
13.250,1.4862,0.05332,0.04521,-0.0702,0.0597,0.9999
13.500,1.4861,0.05617,0.04815,-0.0695,0.0550,0.9999
13.750,1.4830,0.05943,0.05145,-0.0688,0.0513,0.9999
14.000,1.4826,0.06244,0.05456,-0.0684,0.0480,0.9999
14.250,1.4797,0.06582,0.05799,-0.0680,0.0452,0.9999
14.500,1.4769,0.06927,0.06153,-0.0677,0.0429,0.9999
14.750,1.4757,0.07256,0.06493,-0.0676,0.0407,0.9999
15.000,1.4725,0.07614,0.06860,-0.0675,0.0388,0.9999
15.250,1.4674,0.08004,0.07257,-0.0676,0.0372,0.9999
15.500,1.4655,0.08357,0.07621,-0.0677,0.0357,0.9999
15.750,1.4633,0.08717,0.07992,-0.0679,0.0342,0.9999
16.000,1.4600,0.09095,0.08378,-0.0682,0.0328,0.9999
16.250,1.4549,0.09500,0.08791,-0.0687,0.0317,0.9999
