Xfoil polar. Reynolds number fixed. Mach  number fixed
Polar key,xf-naca0008-il-500000-n5
Airfoil,naca0008-il
Reynolds number,500000
Ncrit,5
Mach,0
Max Cl/Cd,56.214
Max Cl/Cd alpha,7
Url,http://airfoiltools.com/polar/csv?polar=xf-naca0008-il-500000-n5

Alpha,Cl,Cd,Cdp,Cm,Top_Xtr,Bot_Xtr
-13.250,-1.0353,0.07502,0.07264,0.0049,1.0000,0.0050
-13.000,-1.0853,0.05629,0.05354,-0.0104,1.0000,0.0048
-12.750,-1.1054,0.04814,0.04513,-0.0176,1.0000,0.0048
-12.500,-1.1217,0.04299,0.03975,-0.0202,1.0000,0.0048
-12.250,-1.1347,0.03937,0.03591,-0.0196,1.0000,0.0048
-12.000,-1.1413,0.03658,0.03291,-0.0177,1.0000,0.0049
-11.750,-1.1383,0.03417,0.03029,-0.0164,1.0000,0.0050
-11.500,-1.1301,0.03213,0.02804,-0.0152,1.0000,0.0051
-11.250,-1.1185,0.03033,0.02605,-0.0141,1.0000,0.0052
-11.000,-1.1046,0.02869,0.02422,-0.0131,1.0000,0.0054
-10.750,-1.0892,0.02715,0.02249,-0.0122,1.0000,0.0056
-10.500,-1.0725,0.02568,0.02083,-0.0112,1.0000,0.0058
-10.250,-1.0545,0.02431,0.01926,-0.0104,1.0000,0.0060
-10.000,-1.0351,0.02310,0.01787,-0.0096,1.0000,0.0063
-9.750,-1.0146,0.02203,0.01658,-0.0088,1.0000,0.0067
-9.500,-0.9937,0.02096,0.01535,-0.0081,1.0000,0.0069
-9.250,-0.9743,0.01960,0.01384,-0.0072,1.0000,0.0074
-9.000,-0.9522,0.01872,0.01284,-0.0066,1.0000,0.0078
-8.750,-0.9293,0.01794,0.01196,-0.0060,1.0000,0.0083
-8.500,-0.9062,0.01718,0.01109,-0.0055,1.0000,0.0088
-8.250,-0.8828,0.01646,0.01026,-0.0049,1.0000,0.0094
-8.000,-0.8589,0.01581,0.00950,-0.0043,1.0000,0.0099
-7.750,-0.8357,0.01502,0.00861,-0.0037,1.0000,0.0113
-7.500,-0.8111,0.01453,0.00811,-0.0033,1.0000,0.0126
-7.250,-0.7863,0.01407,0.00759,-0.0029,1.0000,0.0140
-7.000,-0.7617,0.01355,0.00700,-0.0024,1.0000,0.0155
-6.750,-0.7366,0.01314,0.00660,-0.0019,1.0000,0.0183
-6.500,-0.7110,0.01286,0.00629,-0.0016,1.0000,0.0212
-6.250,-0.6852,0.01265,0.00602,-0.0012,1.0000,0.0229
-6.000,-0.6607,0.01215,0.00547,-0.0007,1.0000,0.0255
-5.750,-0.6356,0.01184,0.00515,-0.0003,1.0000,0.0280
-5.500,-0.6103,0.01157,0.00484,0.0002,1.0000,0.0302
-5.250,-0.5851,0.01131,0.00454,0.0007,1.0000,0.0318
-5.000,-0.5599,0.01107,0.00425,0.0012,1.0000,0.0329
-4.750,-0.5357,0.01065,0.00380,0.0019,1.0000,0.0361
-4.500,-0.5111,0.01035,0.00350,0.0025,1.0000,0.0390
-4.250,-0.4863,0.01010,0.00323,0.0031,1.0000,0.0418
-4.000,-0.4614,0.00987,0.00296,0.0037,1.0000,0.0447
-3.750,-0.4368,0.00960,0.00273,0.0043,1.0000,0.0521
-3.500,-0.4124,0.00933,0.00253,0.0050,1.0000,0.0668
-3.250,-0.3840,0.00901,0.00232,0.0047,0.9986,0.0932
-3.000,-0.3498,0.00867,0.00212,0.0030,0.9950,0.1290
-2.750,-0.3164,0.00832,0.00195,0.0016,0.9905,0.1722
-2.500,-0.2821,0.00797,0.00179,0.0000,0.9860,0.2212
-2.250,-0.2504,0.00758,0.00165,-0.0011,0.9789,0.2852
-2.000,-0.2183,0.00721,0.00153,-0.0022,0.9712,0.3514
-1.750,-0.1863,0.00684,0.00143,-0.0033,0.9618,0.4211
-1.500,-0.1557,0.00649,0.00134,-0.0039,0.9494,0.4936
-1.250,-0.1274,0.00614,0.00128,-0.0040,0.9333,0.5695
-1.000,-0.1006,0.00587,0.00122,-0.0036,0.9136,0.6354
-0.750,-0.0746,0.00570,0.00118,-0.0029,0.8907,0.6811
-0.500,-0.0493,0.00559,0.00114,-0.0021,0.8635,0.7209
-0.250,-0.0246,0.00552,0.00111,-0.0011,0.8318,0.7601
0.000,0.0000,0.00550,0.00110,0.0000,0.7969,0.7968
0.250,0.0246,0.00552,0.00111,0.0011,0.7602,0.8317
0.500,0.0493,0.00559,0.00114,0.0021,0.7210,0.8634
0.750,0.0745,0.00570,0.00118,0.0030,0.6807,0.8908
1.000,0.1006,0.00586,0.00122,0.0036,0.6355,0.9138
1.250,0.1274,0.00614,0.00128,0.0040,0.5701,0.9334
1.500,0.1557,0.00649,0.00134,0.0039,0.4936,0.9494
1.750,0.1863,0.00684,0.00143,0.0033,0.4212,0.9618
2.000,0.2183,0.00721,0.00153,0.0022,0.3517,0.9712
2.250,0.2504,0.00758,0.00165,0.0011,0.2852,0.9790
2.500,0.2821,0.00797,0.00179,0.0000,0.2212,0.9860
2.750,0.3165,0.00832,0.00195,-0.0016,0.1721,0.9905
3.000,0.3498,0.00867,0.00212,-0.0031,0.1289,0.9950
3.250,0.3841,0.00901,0.00232,-0.0047,0.0930,0.9986
3.500,0.4124,0.00933,0.00253,-0.0050,0.0669,1.0000
3.750,0.4369,0.00960,0.00273,-0.0044,0.0521,1.0000
4.000,0.4615,0.00987,0.00296,-0.0037,0.0448,1.0000
4.250,0.4863,0.01010,0.00323,-0.0031,0.0418,1.0000
4.500,0.5111,0.01035,0.00350,-0.0025,0.0390,1.0000
4.750,0.5357,0.01065,0.00380,-0.0019,0.0361,1.0000
5.000,0.5600,0.01107,0.00425,-0.0012,0.0329,1.0000
5.250,0.5851,0.01131,0.00453,-0.0007,0.0318,1.0000
5.500,0.6103,0.01157,0.00484,-0.0002,0.0302,1.0000
5.750,0.6356,0.01184,0.00515,0.0003,0.0280,1.0000
6.000,0.6607,0.01215,0.00547,0.0007,0.0254,1.0000
6.250,0.6852,0.01265,0.00602,0.0012,0.0229,1.0000
6.500,0.7110,0.01286,0.00629,0.0016,0.0212,1.0000
6.750,0.7366,0.01314,0.00660,0.0019,0.0183,1.0000
7.000,0.7617,0.01355,0.00700,0.0024,0.0155,1.0000
7.250,0.7862,0.01407,0.00759,0.0029,0.0140,1.0000
7.500,0.8110,0.01453,0.00811,0.0033,0.0126,1.0000
7.750,0.8357,0.01502,0.00861,0.0037,0.0113,1.0000
8.000,0.8589,0.01581,0.00950,0.0044,0.0099,1.0000
