Xfoil polar. Reynolds number fixed. Mach  number fixed
Polar key,xf-naca2412-il-100000-n5
Airfoil,naca2412-il
Reynolds number,100000
Ncrit,5
Mach,0
Max Cl/Cd,49.3523
Max Cl/Cd alpha,6
Url,http://airfoiltools.com/polar/csv?polar=xf-naca2412-il-100000-n5

Alpha,Cl,Cd,Cdp,Cm,Top_Xtr,Bot_Xtr
-11.250,-0.6947,0.06549,0.05983,-0.0551,1.0000,0.0469
-11.000,-0.7371,0.05730,0.05143,-0.0608,1.0000,0.0464
-10.750,-0.7675,0.05270,0.04658,-0.0599,1.0000,0.0464
-10.500,-0.7873,0.04853,0.04206,-0.0582,1.0000,0.0470
-10.250,-0.7998,0.04479,0.03787,-0.0560,1.0000,0.0478
-10.000,-0.8042,0.04164,0.03428,-0.0535,1.0000,0.0487
-9.750,-0.7941,0.03990,0.03249,-0.0519,1.0000,0.0495
-9.500,-0.7838,0.03826,0.03072,-0.0502,1.0000,0.0504
-9.250,-0.7724,0.03679,0.02909,-0.0485,1.0000,0.0517
-9.000,-0.7610,0.03522,0.02730,-0.0466,1.0000,0.0533
-8.750,-0.7491,0.03350,0.02530,-0.0448,1.0000,0.0549
-8.500,-0.7359,0.03175,0.02321,-0.0429,1.0000,0.0564
-8.250,-0.7208,0.03016,0.02135,-0.0412,1.0000,0.0575
-8.000,-0.7041,0.02902,0.02020,-0.0398,1.0000,0.0590
-7.750,-0.6869,0.02813,0.01927,-0.0384,1.0000,0.0609
-7.500,-0.6693,0.02718,0.01819,-0.0369,1.0000,0.0631
-7.250,-0.6511,0.02614,0.01697,-0.0355,1.0000,0.0653
-7.000,-0.6321,0.02514,0.01576,-0.0341,1.0000,0.0672
-6.750,-0.6136,0.02423,0.01487,-0.0328,1.0000,0.0692
-6.500,-0.5946,0.02355,0.01417,-0.0316,1.0000,0.0721
-6.250,-0.5749,0.02289,0.01343,-0.0304,1.0000,0.0759
-6.000,-0.5550,0.02220,0.01266,-0.0293,1.0000,0.0797
-5.750,-0.5322,0.02157,0.01205,-0.0288,0.9991,0.0841
-5.500,-0.4960,0.02092,0.01127,-0.0308,0.9945,0.0912
-5.250,-0.4610,0.02026,0.01066,-0.0327,0.9891,0.1005
-5.000,-0.4240,0.01967,0.01008,-0.0350,0.9841,0.1125
-4.750,-0.3896,0.01913,0.00956,-0.0367,0.9775,0.1263
-4.500,-0.3518,0.01865,0.00911,-0.0391,0.9723,0.1443
-4.250,-0.3188,0.01821,0.00873,-0.0404,0.9647,0.1654
-4.000,-0.2811,0.01776,0.00841,-0.0427,0.9595,0.1931
-3.750,-0.2496,0.01735,0.00812,-0.0437,0.9513,0.2233
-3.500,-0.2119,0.01696,0.00784,-0.0458,0.9458,0.2607
-3.250,-0.1804,0.01659,0.00759,-0.0467,0.9374,0.2963
