Xfoil polar. Reynolds number fixed. Mach  number fixed
Polar key,xf-naca1408-il-200000-n5
Airfoil,naca1408-il
Reynolds number,200000
Ncrit,5
Mach,0
Max Cl/Cd,47.3092
Max Cl/Cd alpha,3.25
Url,http://airfoiltools.com/polar/csv?polar=xf-naca1408-il-200000-n5

Alpha,Cl,Cd,Cdp,Cm,Top_Xtr,Bot_Xtr
-9.750,-0.6907,0.07910,0.07571,-0.0094,1.0000,0.0140
-9.500,-0.7449,0.05639,0.05287,-0.0284,1.0000,0.0130
-9.250,-0.7649,0.04811,0.04420,-0.0322,1.0000,0.0129
-9.000,-0.7740,0.04139,0.03698,-0.0331,1.0000,0.0131
-8.750,-0.7739,0.03597,0.03098,-0.0327,1.0000,0.0134
-8.500,-0.7661,0.03192,0.02641,-0.0319,1.0000,0.0139
-8.250,-0.7503,0.02964,0.02385,-0.0311,1.0000,0.0144
-8.000,-0.7319,0.02783,0.02177,-0.0304,1.0000,0.0151
-7.750,-0.7127,0.02602,0.01967,-0.0295,1.0000,0.0160
-7.500,-0.6920,0.02453,0.01789,-0.0287,1.0000,0.0175
-7.250,-0.6706,0.02301,0.01604,-0.0278,1.0000,0.0191
-7.000,-0.6493,0.02138,0.01413,-0.0268,1.0000,0.0204
-6.750,-0.6280,0.02009,0.01274,-0.0260,1.0000,0.0220
-6.500,-0.6051,0.01941,0.01192,-0.0253,1.0000,0.0244
-6.250,-0.5819,0.01861,0.01096,-0.0245,1.0000,0.0275
-6.000,-0.5587,0.01781,0.00998,-0.0236,1.0000,0.0295
-5.750,-0.5370,0.01681,0.00897,-0.0227,1.0000,0.0330
-5.500,-0.5137,0.01624,0.00831,-0.0220,1.0000,0.0366
-5.250,-0.4901,0.01572,0.00765,-0.0211,1.0000,0.0394
-5.000,-0.4678,0.01490,0.00683,-0.0203,1.0000,0.0435
-4.750,-0.4444,0.01442,0.00630,-0.0196,1.0000,0.0471
-4.500,-0.4207,0.01401,0.00581,-0.0188,1.0000,0.0507
-4.250,-0.3974,0.01347,0.00523,-0.0180,1.0000,0.0540
-4.000,-0.3737,0.01305,0.00477,-0.0173,1.0000,0.0582
-3.750,-0.3497,0.01271,0.00438,-0.0166,1.0000,0.0636
-3.500,-0.3257,0.01232,0.00405,-0.0160,1.0000,0.0756
-3.250,-0.3016,0.01192,0.00375,-0.0155,1.0000,0.0979
-3.000,-0.2774,0.01154,0.00350,-0.0150,1.0000,0.1333
-2.750,-0.2426,0.01112,0.00328,-0.0169,0.9959,0.1858
-2.500,-0.2071,0.01072,0.00309,-0.0188,0.9906,0.2454
-2.250,-0.1708,0.01030,0.00294,-0.0210,0.9858,0.3180
-2.000,-0.1376,0.00975,0.00282,-0.0225,0.9791,0.4244
-1.750,-0.1048,0.00914,0.00277,-0.0237,0.9730,0.5583
-1.500,-0.0742,0.00866,0.00274,-0.0241,0.9655,0.6751
-1.250,-0.0460,0.00831,0.00277,-0.0236,0.9565,0.7754
-1.000,-0.0142,0.00815,0.00280,-0.0236,0.9486,0.8558
-0.750,0.0224,0.00810,0.00280,-0.0249,0.9392,0.9109
-0.500,0.0641,0.00807,0.00276,-0.0274,0.9299,0.9485
-0.250,0.1075,0.00803,0.00269,-0.0305,0.9193,0.9735
0.000,0.1508,0.00798,0.00261,-0.0337,0.9057,0.9908
0.250,0.1894,0.00793,0.00252,-0.0358,0.8875,1.0000
0.500,0.2171,0.00791,0.00243,-0.0355,0.8649,1.0000
0.750,0.2431,0.00791,0.00236,-0.0348,0.8392,1.0000
1.000,0.2685,0.00795,0.00232,-0.0340,0.8121,1.0000
1.250,0.2935,0.00802,0.00229,-0.0331,0.7833,1.0000
1.500,0.3182,0.00813,0.00228,-0.0322,0.7524,1.0000
1.750,0.3427,0.00827,0.00230,-0.0313,0.7182,1.0000
2.000,0.3671,0.00845,0.00234,-0.0303,0.6817,1.0000
2.250,0.3914,0.00866,0.00240,-0.0294,0.6445,1.0000
2.500,0.4148,0.00894,0.00249,-0.0283,0.5936,1.0000
2.750,0.4375,0.00934,0.00257,-0.0272,0.5277,1.0000
3.000,0.4602,0.00978,0.00270,-0.0262,0.4585,1.0000
3.250,0.4835,0.01022,0.00289,-0.0254,0.3945,1.0000
3.500,0.5068,0.01072,0.00310,-0.0247,0.3268,1.0000
3.750,0.5306,0.01123,0.00337,-0.0241,0.2658,1.0000
4.000,0.5541,0.01182,0.00369,-0.0235,0.2034,1.0000
4.250,0.5775,0.01247,0.00410,-0.0229,0.1445,1.0000
4.500,0.6010,0.01314,0.00454,-0.0224,0.0974,1.0000
4.750,0.6249,0.01376,0.00505,-0.0218,0.0717,1.0000
5.000,0.6494,0.01430,0.00557,-0.0213,0.0603,1.0000
5.250,0.6741,0.01480,0.00613,-0.0207,0.0540,1.0000
5.500,0.6985,0.01534,0.00672,-0.0202,0.0499,1.0000
