Xfoil polar. Reynolds number fixed. Mach  number fixed
Polar key,xf-naca1408-il-500000-n5
Airfoil,naca1408-il
Reynolds number,500000
Ncrit,5
Mach,0
Max Cl/Cd,62.3338
Max Cl/Cd alpha,7
Url,http://airfoiltools.com/polar/csv?polar=xf-naca1408-il-500000-n5

Alpha,Cl,Cd,Cdp,Cm,Top_Xtr,Bot_Xtr
-12.000,-0.7983,0.09396,0.09175,0.0040,1.0000,0.0064
-11.750,-0.9559,0.04857,0.04613,-0.0313,1.0000,0.0053
-11.500,-0.9828,0.04162,0.03885,-0.0344,1.0000,0.0052
-11.250,-0.9881,0.03723,0.03414,-0.0347,1.0000,0.0053
-11.000,-0.9843,0.03389,0.03048,-0.0344,1.0000,0.0055
-10.750,-0.9755,0.03111,0.02738,-0.0338,1.0000,0.0057
-10.500,-0.9630,0.02875,0.02473,-0.0332,1.0000,0.0059
-10.250,-0.9479,0.02672,0.02238,-0.0325,1.0000,0.0061
-10.000,-0.9306,0.02500,0.02039,-0.0317,1.0000,0.0063
-9.750,-0.9145,0.02295,0.01807,-0.0309,1.0000,0.0065
-9.500,-0.8954,0.02149,0.01642,-0.0301,1.0000,0.0068
-9.250,-0.8742,0.02041,0.01521,-0.0295,1.0000,0.0071
-9.000,-0.8523,0.01946,0.01412,-0.0290,1.0000,0.0074
-8.750,-0.8300,0.01854,0.01306,-0.0283,1.0000,0.0078
-8.500,-0.8075,0.01766,0.01203,-0.0277,1.0000,0.0082
-8.250,-0.7848,0.01683,0.01107,-0.0270,1.0000,0.0087
-8.000,-0.7613,0.01619,0.01026,-0.0264,1.0000,0.0091
-7.750,-0.7393,0.01525,0.00924,-0.0256,1.0000,0.0101
-7.500,-0.7157,0.01471,0.00863,-0.0249,1.0000,0.0110
-7.250,-0.6922,0.01417,0.00802,-0.0242,1.0000,0.0118
-7.000,-0.6688,0.01365,0.00741,-0.0234,1.0000,0.0128
-6.750,-0.6456,0.01306,0.00675,-0.0226,1.0000,0.0141
-6.500,-0.6217,0.01268,0.00638,-0.0220,1.0000,0.0164
-6.250,-0.5976,0.01239,0.00603,-0.0213,1.0000,0.0186
-6.000,-0.5736,0.01207,0.00567,-0.0206,1.0000,0.0203
-5.750,-0.5500,0.01170,0.00529,-0.0198,1.0000,0.0233
-5.500,-0.5259,0.01148,0.00505,-0.0191,1.0000,0.0262
-5.250,-0.5018,0.01128,0.00481,-0.0184,1.0000,0.0283
-5.000,-0.4699,0.01102,0.00448,-0.0194,0.9980,0.0300
-4.750,-0.4362,0.01057,0.00402,-0.0209,0.9953,0.0336
-4.500,-0.4028,0.01029,0.00371,-0.0222,0.9922,0.0364
-4.250,-0.3690,0.01005,0.00343,-0.0236,0.9887,0.0387
-4.000,-0.3344,0.00978,0.00311,-0.0251,0.9859,0.0407
-3.750,-0.3025,0.00949,0.00281,-0.0260,0.9812,0.0439
-3.500,-0.2694,0.00924,0.00257,-0.0272,0.9767,0.0481
-3.250,-0.2382,0.00900,0.00234,-0.0280,0.9705,0.0572
-3.000,-0.2060,0.00869,0.00214,-0.0290,0.9645,0.0831
-2.750,-0.1762,0.00838,0.00196,-0.0295,0.9563,0.1155
-2.500,-0.1455,0.00811,0.00180,-0.0301,0.9482,0.1497
-2.250,-0.1163,0.00785,0.00166,-0.0304,0.9377,0.1874
-2.000,-0.0880,0.00758,0.00154,-0.0305,0.9258,0.2325
-1.500,-0.0337,0.00704,0.00133,-0.0302,0.8973,0.3421
-1.250,-0.0073,0.00680,0.00124,-0.0299,0.8806,0.4009
-1.000,0.0190,0.00660,0.00117,-0.0294,0.8622,0.4562
-0.750,0.0444,0.00632,0.00112,-0.0289,0.8417,0.5394
-0.500,0.0682,0.00593,0.00110,-0.0279,0.8194,0.6608
-0.250,0.0916,0.00567,0.00110,-0.0267,0.7946,0.7549
0.000,0.1158,0.00557,0.00111,-0.0256,0.7684,0.8121
0.250,0.1399,0.00554,0.00114,-0.0244,0.7419,0.8627
0.500,0.1650,0.00557,0.00117,-0.0234,0.7151,0.9066
0.750,0.1944,0.00567,0.00121,-0.0234,0.6858,0.9400
1.000,0.2267,0.00583,0.00124,-0.0242,0.6506,0.9632
1.250,0.2603,0.00608,0.00127,-0.0254,0.5980,0.9782
1.500,0.2938,0.00637,0.00132,-0.0268,0.5416,0.9889
1.750,0.3289,0.00669,0.00139,-0.0285,0.4795,0.9976
2.000,0.3572,0.00699,0.00146,-0.0288,0.4264,1.0000
2.250,0.3819,0.00728,0.00155,-0.0282,0.3776,1.0000
2.500,0.4067,0.00755,0.00166,-0.0277,0.3358,1.0000
2.750,0.4312,0.00791,0.00180,-0.0272,0.2833,1.0000
3.000,0.4554,0.00834,0.00197,-0.0266,0.2231,1.0000
3.250,0.4801,0.00873,0.00217,-0.0262,0.1758,1.0000
3.500,0.5049,0.00912,0.00239,-0.0257,0.1338,1.0000
3.750,0.5298,0.00953,0.00263,-0.0253,0.0964,1.0000
4.000,0.5549,0.00992,0.00289,-0.0248,0.0670,1.0000
4.250,0.5803,0.01028,0.00317,-0.0244,0.0491,1.0000
4.500,0.6062,0.01057,0.00345,-0.0241,0.0427,1.0000
