Xfoil polar. Reynolds number fixed. Mach  number fixed
Polar key,xf-n6409-il-50000-n5
Airfoil,n6409-il
Reynolds number,50000
Ncrit,5
Mach,0
Max Cl/Cd,35.9568
Max Cl/Cd alpha,9
Url,http://airfoiltools.com/polar/csv?polar=xf-n6409-il-50000-n5

Alpha,Cl,Cd,Cdp,Cm,Top_Xtr,Bot_Xtr
-8.000,-0.3232,0.11599,0.10970,-0.0291,1.0000,0.0948
-7.750,-0.3387,0.11565,0.10948,-0.0273,1.0000,0.0953
-7.500,-0.3565,0.11541,0.10937,-0.0253,1.0000,0.0956
-7.250,-0.3696,0.11463,0.10870,-0.0249,1.0000,0.0959
-7.000,-0.3611,0.11033,0.10445,-0.0253,0.9976,0.0969
-6.750,-0.3382,0.10532,0.09939,-0.0240,0.9946,0.1024
-6.500,-0.3222,0.10209,0.09614,-0.0297,0.9865,0.1076
-6.250,-0.3007,0.09941,0.09341,-0.0452,0.9737,0.1108
-6.000,-0.2843,0.09449,0.08851,-0.0459,0.9679,0.1118
-5.750,-0.2660,0.09025,0.08425,-0.0467,0.9616,0.1135
-5.500,-0.2456,0.08635,0.08032,-0.0505,0.9541,0.1149
-5.250,-0.2225,0.08238,0.07629,-0.0557,0.9461,0.1159
-4.750,-0.1438,0.06704,0.06034,-0.0816,0.9298,0.0682
-4.500,-0.1236,0.06363,0.05687,-0.0833,0.9209,0.0673
-4.250,-0.0867,0.05896,0.05197,-0.0896,0.9153,0.0661
-4.000,-0.0561,0.05463,0.04740,-0.0945,0.9064,0.0658
-3.750,-0.0056,0.04841,0.04053,-0.1040,0.9014,0.0680
-3.500,0.0265,0.04477,0.03652,-0.1075,0.8933,0.0692
-3.250,0.0648,0.04167,0.03307,-0.1112,0.8876,0.0706
-3.000,0.0971,0.03934,0.03036,-0.1134,0.8799,0.0732
-2.750,0.1365,0.03672,0.02712,-0.1166,0.8737,0.0793
-2.500,0.1733,0.03438,0.02418,-0.1188,0.8674,0.0834
-2.250,0.2048,0.03326,0.02286,-0.1198,0.8596,0.0906
-2.000,0.2408,0.03187,0.02105,-0.1214,0.8533,0.0998
-1.750,0.2715,0.03097,0.01983,-0.1219,0.8450,0.1120
-1.500,0.3051,0.03012,0.01877,-0.1228,0.8382,0.1265
-1.250,0.3364,0.02955,0.01806,-0.1233,0.8300,0.1437
-1.000,0.3699,0.02903,0.01743,-0.1242,0.8229,0.1662
-0.750,0.4021,0.02854,0.01685,-0.1248,0.8150,0.1915
-0.500,0.4337,0.02812,0.01639,-0.1253,0.8072,0.2218
-0.250,0.4667,0.02768,0.01596,-0.1261,0.7997,0.2618
0.000,0.4958,0.02733,0.01571,-0.1264,0.7912,0.3104
0.250,0.5302,0.02657,0.01532,-0.1275,0.7845,0.3963
0.500,0.5538,0.02523,0.01515,-0.1263,0.7754,1.0000
0.750,0.5889,0.02522,0.01477,-0.1271,0.7687,1.0000
1.000,0.6130,0.02555,0.01486,-0.1265,0.7584,1.0000
1.250,0.6495,0.02546,0.01453,-0.1276,0.7527,1.0000
1.500,0.6711,0.02589,0.01481,-0.1266,0.7419,1.0000
1.750,0.7031,0.02596,0.01472,-0.1270,0.7350,1.0000
2.000,0.7286,0.02626,0.01492,-0.1266,0.7257,1.0000
2.250,0.7545,0.02658,0.01514,-0.1262,0.7170,1.0000
2.500,0.7849,0.02671,0.01519,-0.1265,0.7098,1.0000
2.750,0.8076,0.02718,0.01562,-0.1257,0.7004,1.0000
3.000,0.8403,0.02723,0.01562,-0.1262,0.6941,1.0000
3.250,0.8602,0.02784,0.01621,-0.1251,0.6843,1.0000
3.500,0.8942,0.02785,0.01619,-0.1258,0.6785,1.0000
3.750,0.9118,0.02859,0.01697,-0.1244,0.6685,1.0000
4.000,0.9466,0.02857,0.01695,-0.1252,0.6631,1.0000
4.250,0.9620,0.02943,0.01787,-0.1235,0.6529,1.0000
4.500,0.9975,0.02940,0.01789,-0.1244,0.6478,1.0000
4.750,1.0107,0.03039,0.01896,-0.1225,0.6375,1.0000
5.000,1.0462,0.03036,0.01898,-0.1233,0.6324,1.0000
5.250,1.0576,0.03146,0.02019,-0.1212,0.6221,1.0000
5.500,1.0882,0.03167,0.02053,-0.1215,0.6161,1.0000
5.750,1.1031,0.03263,0.02161,-0.1198,0.6068,1.0000
6.000,1.1289,0.03309,0.02219,-0.1194,0.5998,1.0000
6.250,1.1470,0.03390,0.02315,-0.1181,0.5913,1.0000
6.500,1.1675,0.03462,0.02405,-0.1171,0.5834,1.0000
6.750,1.1903,0.03520,0.02480,-0.1163,0.5755,1.0000
7.000,1.2041,0.03625,0.02602,-0.1145,0.5665,1.0000
7.250,1.2342,0.03643,0.02640,-0.1145,0.5594,1.0000
7.500,1.2408,0.03782,0.02802,-0.1119,0.5492,1.0000
7.750,1.2824,0.03735,0.02779,-0.1130,0.5426,1.0000
8.000,1.2832,0.03893,0.02956,-0.1096,0.5311,1.0000
8.250,1.2942,0.03988,0.03073,-0.1072,0.5204,1.0000
8.500,1.3173,0.03968,0.03078,-0.1055,0.5064,1.0000
8.750,1.3461,0.03773,0.02890,-0.1029,0.4801,1.0000
9.000,1.3491,0.03752,0.02872,-0.0981,0.4538,1.0000
9.500,1.3426,0.03931,0.03069,-0.0894,0.4068,1.0000
9.750,1.3341,0.04111,0.03265,-0.0856,0.3817,1.0000
10.000,1.3290,0.04275,0.03436,-0.0823,0.3498,1.0000
10.250,1.3231,0.04467,0.03624,-0.0792,0.3062,1.0000
10.500,1.3145,0.04708,0.03827,-0.0763,0.2455,1.0000
10.750,1.2989,0.05072,0.04146,-0.0738,0.1926,1.0000
11.000,1.2818,0.05507,0.04547,-0.0721,0.1559,1.0000
11.250,1.2662,0.05963,0.04981,-0.0710,0.1312,1.0000
11.500,1.2531,0.06417,0.05419,-0.0703,0.1139,1.0000
11.750,1.2428,0.06853,0.05847,-0.0698,0.1011,1.0000
12.000,1.2355,0.07264,0.06255,-0.0694,0.0912,1.0000
12.250,1.2292,0.07667,0.06651,-0.0691,0.0838,1.0000
12.500,1.2281,0.08011,0.07005,-0.0687,0.0764,1.0000
12.750,1.2273,0.08345,0.07336,-0.0682,0.0714,1.0000
13.000,1.2315,0.08622,0.07630,-0.0676,0.0658,1.0000
13.250,1.2350,0.08901,0.07906,-0.0671,0.0616,1.0000
13.500,1.2456,0.09097,0.08125,-0.0658,0.0576,1.0000
13.750,1.2599,0.09251,0.08300,-0.0643,0.0544,1.0000
14.000,1.2745,0.09403,0.08459,-0.0630,0.0514,1.0000
14.250,1.2915,0.09563,0.08636,-0.0616,0.0485,1.0000
14.500,1.2981,0.09882,0.08991,-0.0613,0.0464,1.0000
14.750,1.3034,0.10228,0.09368,-0.0613,0.0449,1.0000
15.000,1.3054,0.10627,0.09800,-0.0616,0.0440,1.0000
15.250,1.3029,0.11088,0.10289,-0.0626,0.0433,1.0000
15.500,1.2965,0.11610,0.10838,-0.0642,0.0428,1.0000
15.750,1.2867,0.12196,0.11450,-0.0666,0.0425,1.0000
16.000,1.2735,0.12860,0.12139,-0.0698,0.0424,1.0000
16.250,1.2562,0.13636,0.12940,-0.0741,0.0424,1.0000
16.500,1.2325,0.14615,0.13944,-0.0802,0.0429,1.0000
16.750,1.2026,0.15880,0.15226,-0.0887,0.0438,1.0000
