0,0,6,1000000,-10.25,0.10411
0,0,6,1000000,-10,0.09706
0,0,6,1000000,-9,0.02619
0,0,6,1000000,-8.75,0.02296
0,0,6,1000000,-8.5,0.02079
0,0,6,1000000,-8.25,0.01917
0,0,6,1000000,-8,0.01785
0,0,6,1000000,-7.75,0.01587
0,0,6,1000000,-7.5,0.01479
0,0,6,1000000,-7.25,0.01415
0,0,6,1000000,-7,0.01361
0,0,6,1000000,-6.75,0.01298
0,0,6,1000000,-6.5,0.0123
0,0,6,1000000,-6.25,0.01166
0,0,6,1000000,-6,0.01116
0,0,6,1000000,-5.75,0.01043
0,0,6,1000000,-5.5,0.00999
0,0,6,1000000,-5.25,0.00962
0,0,6,1000000,-5,0.0093
0,0,6,1000000,-4.75,0.00891
0,0,6,1000000,-4.5,0.0086
0,0,6,1000000,-4.25,0.00834
0,0,6,1000000,-4,0.00808
0,0,6,1000000,-3.75,0.00786
0,0,6,1000000,-3.5,0.00773
0,0,6,1000000,-3.25,0.0076
0,0,6,1000000,-3,0.00741
0,0,6,1000000,-2.75,0.00725
0,0,6,1000000,-2.5,0.0071
0,0,6,1000000,-2.25,0.00684
0,0,6,1000000,-2,0.00655
0,0,6,1000000,-1.75,0.00624
0,0,6,1000000,-1.5,0.00598
0,0,6,1000000,-1.25,0.00569
0,0,6,1000000,-1,0.00548
0,0,6,1000000,-0.75,0.00538
0,0,6,1000000,-0.5,0.00537
0,0,6,1000000,-0.25,0.00534
0,0,6,1000000,0,0.00531
0,0,6,1000000,0.25,0.00534
0,0,6,1000000,0.5,0.00538
0,0,6,1000000,0.75,0.00539
0,0,6,1000000,1,0.00549
0,0,6,1000000,1.25,0.00568
0,0,6,1000000,1.5,0.00598
0,0,6,1000000,1.75,0.00624
0,0,6,1000000,2,0.00655
0,0,6,1000000,2.25,0.00684
0,0,6,1000000,2.5,0.0071
0,0,6,1000000,2.75,0.00725
0,0,6,1000000,3,0.00741
0,0,6,1000000,3.25,0.0076
0,0,6,1000000,3.5,0.00773
0,0,6,1000000,3.75,0.00786
0,0,6,1000000,4,0.00808
0,0,6,1000000,4.25,0.00834
0,0,6,1000000,4.5,0.0086
0,0,6,1000000,4.75,0.00891
0,0,6,1000000,5,0.00931
0,0,6,1000000,5.25,0.00962
0,0,6,1000000,5.5,0.00999
0,0,6,1000000,5.75,0.01042
0,0,6,1000000,6,0.01115
0,0,6,1000000,6.25,0.01166
0,0,6,1000000,6.5,0.01231
