Xfoil polar. Reynolds number fixed. Mach  number fixed
Polar key,xf-naca2421-il-50000-n5
Airfoil,naca2421-il
Reynolds number,50000
Ncrit,5
Mach,0
Max Cl/Cd,23.7725
Max Cl/Cd alpha,5
Url,http://airfoiltools.com/polar/csv?polar=xf-naca2421-il-50000-n5

Alpha,Cl,Cd,Cdp,Cm,Top_Xtr,Bot_Xtr
-13.000,-0.4975,0.10376,0.09434,-0.0569,1.0000,0.1532
-12.750,-0.4781,0.10424,0.09486,-0.0552,1.0000,0.1549
-12.250,-0.7670,0.06191,0.05195,-0.0696,1.0000,0.1661
-12.000,-0.7053,0.06536,0.05569,-0.0679,1.0000,0.1697
-11.750,-0.7429,0.06088,0.05113,-0.0661,1.0000,0.1719
-11.500,-0.7851,0.05706,0.04718,-0.0624,1.0000,0.1738
-11.250,-0.8251,0.05425,0.04424,-0.0571,1.0000,0.1756
-11.000,-0.8642,0.05216,0.04201,-0.0504,1.0000,0.1773
-10.750,-0.8985,0.05016,0.03981,-0.0436,1.0000,0.1793
-10.500,-0.8948,0.04951,0.03926,-0.0405,1.0000,0.1823
-10.250,-0.8961,0.04873,0.03852,-0.0370,1.0000,0.1854
-10.000,-0.9037,0.04755,0.03727,-0.0328,1.0000,0.1889
-9.750,-0.9152,0.04603,0.03554,-0.0284,1.0000,0.1928
-9.500,-0.9133,0.04517,0.03467,-0.0252,1.0000,0.1965
-9.250,-0.9082,0.04458,0.03414,-0.0223,1.0000,0.2004
-9.000,-0.9035,0.04356,0.03300,-0.0199,0.9989,0.2056
-8.750,-0.8742,0.04255,0.03189,-0.0217,0.9921,0.2126
-8.500,-0.8453,0.04180,0.03111,-0.0231,0.9845,0.2198
-8.250,-0.8155,0.04082,0.02998,-0.0248,0.9775,0.2279
-8.000,-0.7872,0.04023,0.02941,-0.0258,0.9690,0.2355
-7.750,-0.7576,0.03933,0.02835,-0.0274,0.9617,0.2445
-7.500,-0.7296,0.03884,0.02790,-0.0281,0.9528,0.2525
-7.250,-0.6992,0.03806,0.02697,-0.0296,0.9456,0.2626
-7.000,-0.6729,0.03761,0.02658,-0.0299,0.9361,0.2712
-6.750,-0.6382,0.03693,0.02580,-0.0319,0.9298,0.2823
-6.500,-0.6169,0.03650,0.02540,-0.0312,0.9190,0.2914
-6.250,-0.5820,0.03591,0.02475,-0.0330,0.9124,0.3031
-6.000,-0.5609,0.03550,0.02435,-0.0322,0.9018,0.3132
-5.750,-0.5271,0.03500,0.02384,-0.0337,0.8946,0.3250
-5.500,-0.5035,0.03458,0.02336,-0.0333,0.8847,0.3368
-5.250,-0.4722,0.03419,0.02304,-0.0341,0.8765,0.3484
-5.000,-0.4390,0.03371,0.02249,-0.0354,0.8697,0.3625
-4.750,-0.4173,0.03347,0.02234,-0.0344,0.8585,0.3735
-4.500,-0.3790,0.03301,0.02188,-0.0362,0.8526,0.3881
-4.250,-0.3617,0.03281,0.02166,-0.0346,0.8409,0.4009
-4.000,-0.3263,0.03245,0.02138,-0.0358,0.8339,0.4152
-3.750,-0.3002,0.03218,0.02112,-0.0355,0.8247,0.4296
-3.500,-0.2738,0.03192,0.02086,-0.0353,0.8153,0.4453
-3.250,-0.2347,0.03152,0.02054,-0.0368,0.8100,0.4624
-3.000,-0.2193,0.03152,0.02060,-0.0347,0.7972,0.4765
-2.750,-0.1844,0.03117,0.02028,-0.0355,0.7907,0.4959
-2.500,-0.1647,0.03111,0.02024,-0.0341,0.7797,0.5140
-2.250,-0.1344,0.03088,0.02007,-0.0341,0.7715,0.5339
-2.000,-0.0952,0.03047,0.01971,-0.0353,0.7666,0.5557
-1.750,-0.0826,0.03068,0.02002,-0.0326,0.7529,0.5724
-1.500,-0.0456,0.03032,0.01970,-0.0334,0.7470,0.5943
-1.250,-0.0291,0.03048,0.01992,-0.0314,0.7351,0.6130
-1.000,0.0030,0.03025,0.01972,-0.0314,0.7276,0.6348
-0.750,0.0295,0.03020,0.01970,-0.0306,0.7190,0.6560
-0.500,0.0512,0.03027,0.01982,-0.0291,0.7088,0.6769
-0.250,0.0893,0.02997,0.01953,-0.0298,0.7030,0.6996
0.000,0.1034,0.03039,0.02003,-0.0273,0.6908,0.7189
0.250,0.1385,0.03029,0.01994,-0.0275,0.6838,0.7400
0.500,0.1648,0.03049,0.02017,-0.0267,0.6747,0.7603
0.750,0.1912,0.03070,0.02041,-0.0259,0.6651,0.7806
1.000,0.2349,0.03052,0.02020,-0.0275,0.6595,0.8009
1.250,0.2499,0.03114,0.02088,-0.0253,0.6476,0.8212
1.500,0.2901,0.03112,0.02081,-0.0267,0.6405,0.8411
1.750,0.3199,0.03146,0.02114,-0.0267,0.6315,0.8612
2.000,0.3583,0.03179,0.02147,-0.0283,0.6221,0.8788
2.250,0.4175,0.03161,0.02119,-0.0329,0.6160,0.8937
2.500,0.4441,0.03238,0.02202,-0.0334,0.6041,0.9120
2.750,0.4986,0.03226,0.02182,-0.0377,0.5967,0.9270
3.000,0.5369,0.03276,0.02234,-0.0402,0.5859,0.9428
3.250,0.5932,0.03264,0.02216,-0.0453,0.5767,0.9539
3.500,0.6347,0.03290,0.02242,-0.0484,0.5656,0.9676
3.750,0.6839,0.03273,0.02218,-0.0523,0.5551,0.9795
4.000,0.7252,0.03301,0.02247,-0.0556,0.5433,0.9922
4.250,0.7681,0.03284,0.02222,-0.0587,0.5335,1.0000
4.500,0.7675,0.03328,0.02266,-0.0546,0.5246,1.0000
4.750,0.7699,0.03362,0.02298,-0.0509,0.5158,1.0000
5.000,0.7940,0.03340,0.02262,-0.0501,0.5091,1.0000
5.250,0.7740,0.03446,0.02377,-0.0432,0.4992,1.0000
5.500,0.7906,0.03450,0.02373,-0.0412,0.4916,1.0000
5.750,0.7895,0.03512,0.02434,-0.0369,0.4834,1.0000
6.000,0.7873,0.03579,0.02500,-0.0325,0.4747,1.0000
6.250,0.8226,0.03543,0.02451,-0.0330,0.4680,1.0000
6.500,0.7914,0.03704,0.02620,-0.0249,0.4582,1.0000
6.750,0.8127,0.03711,0.02620,-0.0236,0.4506,1.0000
7.000,0.8067,0.03804,0.02713,-0.0188,0.4424,1.0000
7.250,0.8045,0.03896,0.02804,-0.0147,0.4336,1.0000
7.500,0.8422,0.03856,0.02754,-0.0155,0.4267,1.0000
7.750,0.8098,0.04092,0.03000,-0.0086,0.4164,1.0000
8.000,0.8469,0.04040,0.02940,-0.0090,0.4095,1.0000
8.250,0.8226,0.04295,0.03204,-0.0039,0.3993,1.0000
8.500,0.8486,0.04292,0.03195,-0.0033,0.3918,1.0000
8.750,0.8415,0.04490,0.03399,-0.0003,0.3826,1.0000
9.000,0.8520,0.04586,0.03495,0.0013,0.3740,1.0000
9.250,0.8734,0.04615,0.03520,0.0022,0.3668,1.0000
9.500,0.8535,0.04942,0.03858,0.0051,0.3564,1.0000
9.750,0.9023,0.04768,0.03671,0.0047,0.3509,1.0000
10.000,0.8510,0.05382,0.04305,0.0080,0.3389,1.0000
10.250,0.8915,0.05241,0.04155,0.0084,0.3335,1.0000
10.500,0.8419,0.05943,0.04875,0.0102,0.3215,1.0000
10.750,0.8747,0.05849,0.04776,0.0109,0.3161,1.0000
11.000,0.8230,0.06680,0.05623,0.0112,0.3036,1.0000
11.250,0.8502,0.06627,0.05568,0.0121,0.2984,1.0000
11.500,0.9034,0.06293,0.05224,0.0132,0.2953,1.0000
11.750,0.8229,0.07538,0.06491,0.0120,0.2807,1.0000
12.000,0.8698,0.07221,0.06169,0.0135,0.2782,1.0000
12.250,0.7978,0.08505,0.07468,0.0108,0.2635,1.0000
12.500,0.8388,0.08224,0.07184,0.0125,0.2614,1.0000
13.000,0.7398,0.10436,0.09415,0.0062,0.2356,1.0000
13.250,0.7579,0.10483,0.09464,0.0068,0.2315,1.0000
13.500,0.7881,0.10318,0.09299,0.0082,0.2293,1.0000
14.000,0.7670,0.11395,0.10385,0.0052,0.2141,1.0000
14.500,0.7491,0.12461,0.11457,0.0016,0.1998,1.0000
