Xfoil polar. Reynolds number fixed. Mach  number fixed
Polar key,xf-naca2408-il-100000-n5
Airfoil,naca2408-il
Reynolds number,100000
Ncrit,5
Mach,0
Max Cl/Cd,48.879
Max Cl/Cd alpha,4.5
Url,http://airfoiltools.com/polar/csv?polar=xf-naca2408-il-100000-n5

Alpha,Cl,Cd,Cdp,Cm,Top_Xtr,Bot_Xtr
-9.000,-0.5343,0.09125,0.08624,-0.0164,1.0000,0.0281
-8.750,-0.5388,0.08566,0.08072,-0.0199,1.0000,0.0277
-8.500,-0.5469,0.07927,0.07442,-0.0247,1.0000,0.0271
-8.000,-0.5624,0.05876,0.05368,-0.0421,1.0000,0.0256
-7.500,-0.5629,0.04670,0.04104,-0.0461,1.0000,0.0259
-7.250,-0.5531,0.04368,0.03788,-0.0461,1.0000,0.0269
-7.000,-0.5388,0.04185,0.03593,-0.0458,1.0000,0.0286
-6.750,-0.5266,0.03828,0.03197,-0.0455,1.0000,0.0303
-6.500,-0.5133,0.03408,0.02720,-0.0449,1.0000,0.0316
-6.250,-0.4969,0.03039,0.02287,-0.0440,1.0000,0.0331
-6.000,-0.4774,0.02773,0.01955,-0.0430,1.0000,0.0357
-5.750,-0.4577,0.02606,0.01779,-0.0423,1.0000,0.0386
-5.500,-0.4361,0.02438,0.01581,-0.0414,1.0000,0.0413
-5.250,-0.4134,0.02306,0.01407,-0.0405,1.0000,0.0458
-5.000,-0.3913,0.02157,0.01248,-0.0397,1.0000,0.0495
-4.750,-0.3685,0.02062,0.01142,-0.0389,1.0000,0.0540
-4.500,-0.3450,0.01984,0.01036,-0.0381,1.0000,0.0591
-4.250,-0.3221,0.01876,0.00930,-0.0374,1.0000,0.0629
-4.000,-0.2988,0.01815,0.00860,-0.0367,1.0000,0.0691
-3.750,-0.2751,0.01745,0.00782,-0.0360,1.0000,0.0745
-3.500,-0.2514,0.01682,0.00718,-0.0354,1.0000,0.0804
-3.250,-0.2273,0.01626,0.00659,-0.0349,1.0000,0.0889
-3.000,-0.2030,0.01576,0.00609,-0.0345,1.0000,0.1032
-2.750,-0.1784,0.01529,0.00574,-0.0342,1.0000,0.1311
-2.500,-0.1493,0.01479,0.00549,-0.0350,0.9980,0.1863
-2.250,-0.1118,0.01430,0.00527,-0.0374,0.9920,0.2630
-2.000,-0.0751,0.01361,0.00515,-0.0398,0.9863,0.3996
-1.750,-0.0436,0.01272,0.00515,-0.0405,0.9797,0.6179
-1.500,-0.0138,0.01215,0.00519,-0.0397,0.9736,0.8226
-1.250,0.0394,0.01197,0.00501,-0.0444,0.9678,1.0000
-1.000,0.0781,0.01199,0.00485,-0.0468,0.9590,1.0000
-0.750,0.1186,0.01200,0.00471,-0.0495,0.9511,1.0000
-0.500,0.1534,0.01200,0.00460,-0.0510,0.9397,1.0000
-0.250,0.1881,0.01200,0.00450,-0.0523,0.9283,1.0000
0.000,0.2222,0.01198,0.00442,-0.0535,0.9164,1.0000
0.250,0.2558,0.01197,0.00434,-0.0545,0.9039,1.0000
0.500,0.2882,0.01195,0.00428,-0.0553,0.8903,1.0000
0.750,0.3191,0.01195,0.00424,-0.0557,0.8753,1.0000
1.000,0.3493,0.01195,0.00422,-0.0558,0.8592,1.0000
1.250,0.3788,0.01195,0.00421,-0.0558,0.8423,1.0000
1.500,0.4081,0.01197,0.00420,-0.0557,0.8247,1.0000
1.750,0.4362,0.01200,0.00423,-0.0554,0.8056,1.0000
2.000,0.4636,0.01207,0.00428,-0.0549,0.7850,1.0000
2.250,0.4912,0.01214,0.00432,-0.0544,0.7643,1.0000
2.500,0.5176,0.01225,0.00444,-0.0538,0.7412,1.0000
2.750,0.5441,0.01238,0.00455,-0.0531,0.7179,1.0000
3.000,0.5700,0.01253,0.00466,-0.0523,0.6914,1.0000
3.250,0.5945,0.01272,0.00478,-0.0511,0.6547,1.0000
3.500,0.6182,0.01297,0.00488,-0.0498,0.6110,1.0000
3.750,0.6413,0.01329,0.00501,-0.0485,0.5629,1.0000
4.000,0.6647,0.01366,0.00523,-0.0474,0.5180,1.0000
4.250,0.6876,0.01408,0.00551,-0.0463,0.4664,1.0000
4.500,0.7107,0.01454,0.00583,-0.0453,0.4171,1.0000
4.750,0.7326,0.01513,0.00620,-0.0443,0.3511,1.0000
5.000,0.7530,0.01599,0.00670,-0.0431,0.2653,1.0000
5.250,0.7714,0.01727,0.00742,-0.0420,0.1632,1.0000
5.500,0.7902,0.01862,0.00833,-0.0409,0.0962,1.0000
5.750,0.8112,0.01965,0.00927,-0.0399,0.0755,1.0000
6.000,0.8330,0.02054,0.01024,-0.0389,0.0667,1.0000
6.250,0.8535,0.02156,0.01132,-0.0378,0.0612,1.0000
6.500,0.8744,0.02251,0.01242,-0.0367,0.0572,1.0000
6.750,0.8953,0.02345,0.01345,-0.0357,0.0521,1.0000
7.000,0.9136,0.02481,0.01479,-0.0344,0.0487,1.0000
7.250,0.9346,0.02597,0.01615,-0.0333,0.0455,1.0000
7.500,0.9551,0.02718,0.01750,-0.0323,0.0414,1.0000
7.750,0.9745,0.02888,0.01922,-0.0312,0.0387,1.0000
