Xfoil polar. Reynolds number fixed. Mach  number fixed
Polar key,xf-naca6412-il-100000-n5
Airfoil,naca6412-il
Reynolds number,100000
Ncrit,5
Mach,0
Max Cl/Cd,58.6831
Max Cl/Cd alpha,6.75
Url,http://airfoiltools.com/polar/csv?polar=xf-naca6412-il-100000-n5

Alpha,Cl,Cd,Cdp,Cm,Top_Xtr,Bot_Xtr
-8.750,-0.2236,0.09620,0.09112,-0.0677,0.9710,0.0459
-8.500,-0.2154,0.09280,0.08773,-0.0697,0.9635,0.0455
-8.250,-0.2029,0.08860,0.08351,-0.0739,0.9585,0.0451
-8.000,-0.1990,0.08491,0.07984,-0.0764,0.9496,0.0449
-7.750,-0.1884,0.07934,0.07425,-0.0833,0.9428,0.0454
-7.500,-0.1866,0.07360,0.06850,-0.0894,0.9312,0.0459
-7.250,-0.1754,0.06601,0.06083,-0.0989,0.9231,0.0462
-7.000,-0.1643,0.05789,0.05258,-0.1078,0.9136,0.0462
-6.750,-0.1576,0.04610,0.04034,-0.1182,0.9033,0.0466
-6.500,-0.1270,0.04635,0.04063,-0.1189,0.8983,0.0479
-6.250,-0.0987,0.03921,0.03291,-0.1262,0.8941,0.0504
-6.000,-0.0866,0.03339,0.02624,-0.1280,0.8835,0.0523
-5.750,-0.0557,0.02982,0.02200,-0.1304,0.8794,0.0543
-5.500,-0.0312,0.02908,0.02121,-0.1302,0.8721,0.0565
-5.250,-0.0031,0.02757,0.01935,-0.1308,0.8660,0.0598
-5.000,0.0304,0.02573,0.01708,-0.1322,0.8623,0.0631
-4.750,0.0537,0.02513,0.01645,-0.1316,0.8542,0.0659
-4.250,0.1184,0.02314,0.01406,-0.1333,0.8448,0.0750
-4.000,0.1406,0.02268,0.01349,-0.1322,0.8355,0.0798
-3.750,0.1728,0.02187,0.01253,-0.1329,0.8303,0.0857
-3.500,0.2007,0.02140,0.01199,-0.1328,0.8233,0.0923
-3.250,0.2288,0.02083,0.01134,-0.1327,0.8159,0.0991
-3.000,0.2631,0.02024,0.01064,-0.1337,0.8112,0.1083
-2.750,0.2859,0.01991,0.01031,-0.1327,0.8011,0.1153
-2.500,0.3187,0.01940,0.00970,-0.1333,0.7955,0.1264
-2.250,0.3434,0.01917,0.00949,-0.1327,0.7860,0.1374
-2.000,0.3749,0.01874,0.00905,-0.1331,0.7793,0.1502
-1.750,0.4007,0.01851,0.00881,-0.1326,0.7700,0.1638
-1.500,0.4315,0.01818,0.00845,-0.1328,0.7626,0.1804
-1.250,0.4575,0.01801,0.00829,-0.1324,0.7531,0.1977
-1.000,0.4884,0.01773,0.00801,-0.1327,0.7454,0.2188
-0.750,0.5143,0.01761,0.00791,-0.1322,0.7353,0.2405
-0.500,0.5448,0.01737,0.00766,-0.1325,0.7278,0.2672
-0.250,0.5702,0.01729,0.00763,-0.1319,0.7175,0.2955
0.000,0.6018,0.01705,0.00740,-0.1325,0.7100,0.3338
0.250,0.6271,0.01691,0.00742,-0.1320,0.6994,0.3837
0.500,0.6551,0.01630,0.00738,-0.1320,0.6914,0.5607
0.750,0.6956,0.01559,0.00732,-0.1340,0.6816,0.9999
1.000,0.7237,0.01571,0.00726,-0.1339,0.6731,0.9999
1.250,0.7501,0.01588,0.00728,-0.1335,0.6637,0.9999
1.500,0.7772,0.01605,0.00730,-0.1333,0.6552,0.9999
1.750,0.8038,0.01623,0.00737,-0.1330,0.6465,0.9999
2.000,0.8305,0.01643,0.00746,-0.1327,0.6384,0.9999
2.250,0.8566,0.01664,0.00758,-0.1323,0.6300,0.9999
2.500,0.8835,0.01685,0.00770,-0.1321,0.6224,0.9999
2.750,0.9087,0.01710,0.00789,-0.1316,0.6142,0.9999
3.000,0.9364,0.01732,0.00800,-0.1315,0.6076,0.9999
3.250,0.9604,0.01761,0.00829,-0.1308,0.5993,0.9999
3.500,0.9880,0.01784,0.00843,-0.1307,0.5929,0.9999
3.750,1.0118,0.01816,0.00875,-0.1300,0.5852,0.9999
4.000,1.0377,0.01843,0.00899,-0.1297,0.5783,0.9999
4.250,1.0635,0.01873,0.00926,-0.1293,0.5719,0.9999
4.500,1.0873,0.01907,0.00962,-0.1287,0.5646,0.9999
4.750,1.1146,0.01934,0.00985,-0.1286,0.5589,0.9999
5.000,1.1371,0.01972,0.01029,-0.1277,0.5518,0.9999
5.250,1.1619,0.02005,0.01062,-0.1272,0.5452,0.9999
5.500,1.1877,0.02038,0.01094,-0.1269,0.5393,0.9999
5.750,1.2094,0.02079,0.01144,-0.1260,0.5320,0.9999
6.000,1.2353,0.02110,0.01176,-0.1256,0.5261,0.9999
6.250,1.2574,0.02153,0.01226,-0.1248,0.5193,0.9999
6.500,1.2801,0.02192,0.01272,-0.1239,0.5124,0.9999
6.750,1.3057,0.02225,0.01305,-0.1236,0.5064,0.9999
7.000,1.3247,0.02274,0.01368,-0.1222,0.4989,0.9999
7.250,1.3492,0.02309,0.01408,-0.1217,0.4924,0.9999
7.500,1.3684,0.02357,0.01467,-0.1203,0.4847,0.9999
7.750,1.3896,0.02395,0.01511,-0.1193,0.4767,0.9999
8.000,1.4083,0.02439,0.01567,-0.1178,0.4683,0.9999
8.250,1.4274,0.02476,0.01609,-0.1163,0.4589,0.9999
8.500,1.4408,0.02523,0.01667,-0.1140,0.4476,0.9999
8.750,1.4549,0.02561,0.01710,-0.1117,0.4356,0.9999
9.000,1.4671,0.02599,0.01751,-0.1090,0.4229,0.9999
9.250,1.4729,0.02659,0.01823,-0.1055,0.4095,0.9999
9.500,1.4799,0.02725,0.01898,-0.1024,0.3961,0.9999
9.750,1.4869,0.02797,0.01978,-0.0993,0.3822,0.9999
10.000,1.4931,0.02879,0.02068,-0.0963,0.3678,0.9999
10.250,1.4979,0.02976,0.02171,-0.0934,0.3521,0.9999
10.500,1.5015,0.03088,0.02288,-0.0904,0.3350,0.9999
10.750,1.5034,0.03220,0.02420,-0.0875,0.3163,0.9999
11.000,1.5029,0.03377,0.02574,-0.0845,0.2963,0.9999
11.250,1.5010,0.03561,0.02757,-0.0817,0.2744,0.9999
11.500,1.4960,0.03782,0.02972,-0.0790,0.2518,0.9999
11.750,1.4894,0.04034,0.03218,-0.0764,0.2292,0.9999
12.000,1.4805,0.04324,0.03501,-0.0741,0.2071,0.9999
12.250,1.4704,0.04645,0.03816,-0.0720,0.1864,0.9999
12.500,1.4596,0.04994,0.04160,-0.0703,0.1671,0.9999
12.750,1.4484,0.05368,0.04529,-0.0689,0.1502,0.9999
13.000,1.4377,0.05757,0.04916,-0.0679,0.1354,0.9999
13.250,1.4275,0.06156,0.05315,-0.0671,0.1225,0.9999
13.500,1.4181,0.06561,0.05721,-0.0665,0.1116,0.9999
13.750,1.4088,0.06978,0.06139,-0.0661,0.1025,0.9999
14.000,1.4004,0.07392,0.06556,-0.0659,0.0945,0.9999
14.250,1.3937,0.07791,0.06962,-0.0658,0.0874,0.9999
14.500,1.3853,0.08221,0.07393,-0.0659,0.0817,0.9999
14.750,1.3812,0.08599,0.07779,-0.0659,0.0760,0.9999
15.000,1.3748,0.09012,0.08196,-0.0662,0.0716,0.9999
15.250,1.3711,0.09387,0.08578,-0.0663,0.0673,0.9999
