Xfoil polar. Reynolds number fixed. Mach  number fixed
Polar key,xf-naca4421-il-500000-n5
Airfoil,naca4421-il
Reynolds number,500000
Ncrit,5
Mach,0
Max Cl/Cd,78.1131
Max Cl/Cd alpha,6
Url,http://airfoiltools.com/polar/csv?polar=xf-naca4421-il-500000-n5

Alpha,Cl,Cd,Cdp,Cm,Top_Xtr,Bot_Xtr
-19.000,-0.8741,0.08931,0.08468,-0.0868,1.0000,0.0449
-18.750,-0.8866,0.08468,0.07998,-0.0887,1.0000,0.0453
-18.500,-0.8990,0.08024,0.07546,-0.0904,1.0000,0.0457
-18.250,-0.9175,0.07517,0.07033,-0.0922,1.0000,0.0461
-18.000,-0.9381,0.06999,0.06508,-0.0941,1.0000,0.0464
-17.750,-0.9603,0.06488,0.05988,-0.0956,1.0000,0.0467
-17.500,-0.9828,0.06007,0.05499,-0.0967,1.0000,0.0470
-17.250,-1.0059,0.05546,0.05029,-0.0974,1.0000,0.0474
-17.000,-1.0268,0.05118,0.04592,-0.0979,0.9999,0.0477
-16.750,-1.0285,0.04673,0.04136,-0.1017,0.9981,0.0483
-16.500,-1.0259,0.04289,0.03742,-0.1051,0.9960,0.0490
-16.250,-1.0187,0.03957,0.03399,-0.1083,0.9939,0.0497
-16.000,-1.0078,0.03667,0.03098,-0.1115,0.9922,0.0504
-15.750,-1.0016,0.03370,0.02794,-0.1140,0.9888,0.0511
-15.500,-0.9907,0.03127,0.02544,-0.1163,0.9853,0.0519
-15.250,-0.9752,0.02922,0.02333,-0.1186,0.9825,0.0529
-15.000,-0.9567,0.02752,0.02155,-0.1206,0.9801,0.0539
-14.750,-0.9403,0.02612,0.02008,-0.1216,0.9760,0.0549
-14.500,-0.9260,0.02477,0.01868,-0.1220,0.9704,0.0559
-14.250,-0.9088,0.02351,0.01738,-0.1227,0.9662,0.0571
-14.000,-0.8935,0.02252,0.01634,-0.1224,0.9605,0.0584
-13.750,-0.8783,0.02167,0.01544,-0.1217,0.9539,0.0598
-13.500,-0.8597,0.02084,0.01455,-0.1214,0.9491,0.0613
-13.250,-0.8479,0.02013,0.01382,-0.1197,0.9407,0.0629
-13.000,-0.8308,0.01947,0.01312,-0.1186,0.9343,0.0648
-12.750,-0.8151,0.01893,0.01253,-0.1171,0.9272,0.0666
-12.500,-0.8002,0.01839,0.01196,-0.1153,0.9193,0.0687
-12.250,-0.7826,0.01793,0.01146,-0.1139,0.9129,0.0710
-12.000,-0.7645,0.01751,0.01101,-0.1125,0.9046,0.0734
-11.750,-0.7434,0.01708,0.01055,-0.1116,0.8974,0.0762
-11.500,-0.7224,0.01672,0.01016,-0.1106,0.8898,0.0792
-11.250,-0.7007,0.01635,0.00976,-0.1097,0.8819,0.0824
-11.000,-0.6771,0.01604,0.00940,-0.1090,0.8751,0.0857
-10.750,-0.6549,0.01572,0.00907,-0.1082,0.8672,0.0888
-10.500,-0.6307,0.01544,0.00874,-0.1076,0.8596,0.0919
-10.250,-0.6068,0.01517,0.00843,-0.1070,0.8525,0.0945
-10.000,-0.5829,0.01490,0.00814,-0.1063,0.8444,0.0974
-9.500,-0.5333,0.01443,0.00758,-0.1052,0.8292,0.1029
-9.250,-0.5086,0.01420,0.00731,-0.1047,0.8209,0.1058
-9.000,-0.4831,0.01400,0.00707,-0.1042,0.8134,0.1085
-8.750,-0.4578,0.01381,0.00683,-0.1037,0.8050,0.1110
-8.500,-0.4329,0.01359,0.00657,-0.1032,0.7968,0.1138
-8.250,-0.4073,0.01340,0.00636,-0.1027,0.7887,0.1167
-8.000,-0.3814,0.01325,0.00615,-0.1023,0.7799,0.1192
-7.750,-0.3561,0.01306,0.00593,-0.1018,0.7716,0.1219
-7.500,-0.3305,0.01287,0.00573,-0.1013,0.7627,0.1249
-7.250,-0.3047,0.01274,0.00554,-0.1009,0.7542,0.1279
-7.000,-0.2784,0.01260,0.00536,-0.1005,0.7454,0.1306
-6.750,-0.2532,0.01243,0.00517,-0.0999,0.7356,0.1340
-6.500,-0.2272,0.01229,0.00501,-0.0995,0.7267,0.1375
-6.250,-0.2011,0.01219,0.00485,-0.0991,0.7172,0.1410
-6.000,-0.1756,0.01204,0.00469,-0.0985,0.7084,0.1459
-5.750,-0.1497,0.01192,0.00455,-0.0981,0.6981,0.1515
-5.500,-0.1243,0.01181,0.00441,-0.0975,0.6883,0.1568
-5.250,-0.0984,0.01169,0.00428,-0.0971,0.6782,0.1625
-5.000,-0.0728,0.01161,0.00416,-0.0965,0.6689,0.1679
-4.750,-0.0467,0.01149,0.00405,-0.0961,0.6596,0.1747
-4.500,-0.0212,0.01144,0.00396,-0.0956,0.6497,0.1817
-4.250,0.0048,0.01134,0.00388,-0.0951,0.6401,0.1909
-4.000,0.0302,0.01129,0.00381,-0.0945,0.6299,0.1999
-3.750,0.0565,0.01124,0.00375,-0.0942,0.6212,0.2090
-3.500,0.0824,0.01119,0.00371,-0.0937,0.6122,0.2176
-3.250,0.1085,0.01118,0.00366,-0.0932,0.6042,0.2256
-3.000,0.1348,0.01114,0.00362,-0.0928,0.5955,0.2330
-2.500,0.1869,0.01113,0.00356,-0.0919,0.5787,0.2472
-2.250,0.2126,0.01111,0.00354,-0.0914,0.5705,0.2542
-2.000,0.2384,0.01112,0.00352,-0.0909,0.5637,0.2607
-1.750,0.2652,0.01111,0.00350,-0.0906,0.5569,0.2664
-1.500,0.2908,0.01110,0.00350,-0.0901,0.5497,0.2739
-1.250,0.3163,0.01112,0.00350,-0.0895,0.5429,0.2818
-1.000,0.3427,0.01110,0.00350,-0.0892,0.5363,0.2903
-0.750,0.3683,0.01110,0.00351,-0.0887,0.5298,0.3004
-0.250,0.4199,0.01111,0.00356,-0.0878,0.5185,0.3253
0.000,0.4454,0.01109,0.00360,-0.0873,0.5122,0.3433
0.250,0.4696,0.01110,0.00364,-0.0865,0.5054,0.3649
0.500,0.4947,0.01109,0.00369,-0.0860,0.4989,0.3890
0.750,0.5196,0.01108,0.00375,-0.0854,0.4917,0.4136
1.000,0.5435,0.01110,0.00382,-0.0846,0.4853,0.4400
1.250,0.5683,0.01109,0.00390,-0.0840,0.4803,0.4674
1.500,0.5937,0.01108,0.00397,-0.0835,0.4750,0.4920
1.750,0.6181,0.01110,0.00406,-0.0828,0.4695,0.5169
2.000,0.6407,0.01114,0.00416,-0.0818,0.4641,0.5444
2.250,0.6645,0.01115,0.00426,-0.0810,0.4596,0.5738
2.500,0.6885,0.01116,0.00437,-0.0802,0.4548,0.6032
2.750,0.7113,0.01121,0.00449,-0.0792,0.4495,0.6319
3.000,0.7334,0.01131,0.00464,-0.0781,0.4443,0.6587
3.250,0.7578,0.01137,0.00478,-0.0774,0.4400,0.6857
3.500,0.7824,0.01143,0.00494,-0.0768,0.4353,0.7130
3.750,0.8058,0.01153,0.00512,-0.0759,0.4300,0.7401
4.000,0.8280,0.01167,0.00531,-0.0749,0.4248,0.7670
4.250,0.8516,0.01176,0.00550,-0.0740,0.4205,0.7964
4.500,0.8747,0.01185,0.00571,-0.0731,0.4157,0.8297
4.750,0.8951,0.01197,0.00594,-0.0715,0.4104,0.8698
5.000,0.9138,0.01217,0.00620,-0.0696,0.4052,0.9136
5.250,0.9409,0.01235,0.00644,-0.0694,0.4005,0.9533
5.500,0.9745,0.01258,0.00667,-0.0708,0.3947,0.9824
5.750,1.0032,0.01285,0.00690,-0.0714,0.3880,1.0000
6.000,1.0225,0.01309,0.00712,-0.0700,0.3817,1.0000
6.250,1.0418,0.01336,0.00736,-0.0687,0.3735,1.0000
6.500,1.0596,0.01371,0.00766,-0.0671,0.3651,1.0000
6.750,1.0787,0.01404,0.00795,-0.0659,0.3552,1.0000
7.000,1.0964,0.01444,0.00831,-0.0644,0.3463,1.0000
7.250,1.1156,0.01482,0.00866,-0.0632,0.3372,1.0000
7.500,1.1334,0.01526,0.00906,-0.0619,0.3297,1.0000
7.750,1.1525,0.01568,0.00946,-0.0607,0.3212,1.0000
8.000,1.1694,0.01620,0.00994,-0.0593,0.3133,1.0000
8.250,1.1879,0.01667,0.01040,-0.0582,0.3052,1.0000
8.500,1.2036,0.01728,0.01097,-0.0568,0.2969,1.0000
8.750,1.2211,0.01784,0.01150,-0.0556,0.2888,1.0000
9.000,1.2354,0.01855,0.01218,-0.0541,0.2809,1.0000
9.250,1.2530,0.01913,0.01276,-0.0530,0.2742,1.0000
9.500,1.2674,0.01989,0.01350,-0.0516,0.2671,1.0000
9.750,1.2832,0.02060,0.01420,-0.0505,0.2608,1.0000
10.000,1.2976,0.02140,0.01499,-0.0492,0.2538,1.0000
10.250,1.3107,0.02229,0.01586,-0.0478,0.2474,1.0000
10.500,1.3257,0.02310,0.01668,-0.0467,0.2410,1.0000
10.750,1.3378,0.02410,0.01767,-0.0454,0.2346,1.0000
11.000,1.3515,0.02504,0.01861,-0.0443,0.2289,1.0000
11.250,1.3639,0.02608,0.01965,-0.0431,0.2222,1.0000
11.500,1.3741,0.02729,0.02086,-0.0418,0.2157,1.0000
11.750,1.3849,0.02850,0.02206,-0.0406,0.2077,1.0000
12.000,1.3931,0.02994,0.02349,-0.0394,0.2002,1.0000
12.250,1.4010,0.03144,0.02498,-0.0382,0.1918,1.0000
12.500,1.4085,0.03301,0.02655,-0.0370,0.1841,1.0000
12.750,1.4126,0.03490,0.02841,-0.0358,0.1760,1.0000
13.000,1.4189,0.03666,0.03017,-0.0347,0.1679,1.0000
13.250,1.4226,0.03869,0.03219,-0.0337,0.1603,1.0000
13.500,1.4246,0.04092,0.03442,-0.0326,0.1528,1.0000
