Xfoil polar. Reynolds number fixed. Mach  number fixed
Polar key,xf-naca1408-il-100000-n5
Airfoil,naca1408-il
Reynolds number,100000
Ncrit,5
Mach,0
Max Cl/Cd,40.7348
Max Cl/Cd alpha,3.75
Url,http://airfoiltools.com/polar/csv?polar=xf-naca1408-il-100000-n5

Alpha,Cl,Cd,Cdp,Cm,Top_Xtr,Bot_Xtr
-9.500,-0.6355,0.09008,0.08516,-0.0065,1.0000,0.0274
-9.250,-0.6419,0.08371,0.07884,-0.0108,1.0000,0.0273
-9.000,-0.6502,0.07643,0.07162,-0.0169,1.0000,0.0271
-8.750,-0.6621,0.06806,0.06322,-0.0243,1.0000,0.0266
-8.500,-0.6726,0.06059,0.05557,-0.0286,1.0000,0.0264
-8.250,-0.6795,0.05385,0.04853,-0.0310,1.0000,0.0264
-8.000,-0.6814,0.04769,0.04192,-0.0319,1.0000,0.0266
-7.750,-0.6778,0.04217,0.03583,-0.0318,1.0000,0.0271
-7.500,-0.6686,0.03742,0.03042,-0.0311,1.0000,0.0279
-7.250,-0.6545,0.03384,0.02615,-0.0301,1.0000,0.0296
-7.000,-0.6368,0.03174,0.02394,-0.0295,1.0000,0.0318
-6.750,-0.6173,0.02963,0.02146,-0.0286,1.0000,0.0339
-6.500,-0.5965,0.02741,0.01883,-0.0276,1.0000,0.0365
-6.250,-0.5746,0.02559,0.01657,-0.0266,1.0000,0.0401
-6.000,-0.5531,0.02397,0.01489,-0.0259,1.0000,0.0434
-5.750,-0.5302,0.02279,0.01352,-0.0251,1.0000,0.0478
-5.500,-0.5071,0.02157,0.01206,-0.0241,1.0000,0.0523
-5.250,-0.4848,0.02044,0.01090,-0.0233,1.0000,0.0565
-5.000,-0.4616,0.01966,0.00998,-0.0225,1.0000,0.0626
-4.750,-0.4390,0.01866,0.00892,-0.0215,1.0000,0.0665
-4.500,-0.4164,0.01786,0.00810,-0.0206,1.0000,0.0712
-4.250,-0.3931,0.01724,0.00737,-0.0197,1.0000,0.0783
-4.000,-0.3703,0.01654,0.00669,-0.0189,1.0000,0.0891
-3.750,-0.3472,0.01585,0.00603,-0.0181,1.0000,0.1033
-3.500,-0.3240,0.01517,0.00549,-0.0174,1.0000,0.1308
-3.250,-0.3007,0.01456,0.00507,-0.0168,1.0000,0.1783
-3.000,-0.2774,0.01400,0.00474,-0.0162,1.0000,0.2397
-2.750,-0.2543,0.01339,0.00452,-0.0157,1.0000,0.3286
-2.500,-0.2323,0.01261,0.00440,-0.0148,1.0000,0.4696
-2.250,-0.2113,0.01198,0.00436,-0.0133,1.0000,0.6117
-2.000,-0.1902,0.01161,0.00436,-0.0113,1.0000,0.7201
-1.750,-0.1674,0.01141,0.00443,-0.0092,1.0000,0.8272
-1.500,-0.1264,0.01138,0.00443,-0.0111,1.0000,0.9320
-1.250,-0.0743,0.01137,0.00430,-0.0162,1.0000,1.0000
-1.000,-0.0574,0.01141,0.00423,-0.0146,1.0000,1.0000
-0.750,-0.0301,0.01148,0.00418,-0.0150,0.9965,1.0000
-0.500,0.0124,0.01155,0.00416,-0.0184,0.9870,1.0000
-0.250,0.0545,0.01160,0.00413,-0.0217,0.9767,1.0000
0.000,0.0961,0.01162,0.00411,-0.0247,0.9656,1.0000
0.250,0.1360,0.01164,0.00410,-0.0273,0.9531,1.0000
0.500,0.1739,0.01163,0.00409,-0.0294,0.9389,1.0000
0.750,0.2108,0.01162,0.00408,-0.0312,0.9234,1.0000
1.000,0.2453,0.01160,0.00408,-0.0324,0.9054,1.0000
1.250,0.2775,0.01159,0.00408,-0.0329,0.8843,1.0000
1.500,0.3090,0.01157,0.00408,-0.0333,0.8619,1.0000
1.750,0.3386,0.01158,0.00409,-0.0332,0.8370,1.0000
2.000,0.3664,0.01161,0.00412,-0.0326,0.8093,1.0000
2.250,0.3933,0.01167,0.00416,-0.0319,0.7791,1.0000
2.500,0.4191,0.01177,0.00424,-0.0309,0.7448,1.0000
2.750,0.4445,0.01192,0.00432,-0.0299,0.7081,1.0000
3.000,0.4691,0.01212,0.00443,-0.0287,0.6677,1.0000
3.250,0.4931,0.01238,0.00458,-0.0275,0.6219,1.0000
3.500,0.5161,0.01272,0.00473,-0.0261,0.5658,1.0000
3.750,0.5377,0.01320,0.00489,-0.0246,0.4900,1.0000
4.000,0.5584,0.01385,0.00510,-0.0232,0.3967,1.0000
4.250,0.5799,0.01458,0.00546,-0.0221,0.3073,1.0000
4.500,0.6015,0.01543,0.00592,-0.0213,0.2240,1.0000
4.750,0.6230,0.01640,0.00654,-0.0205,0.1503,1.0000
5.000,0.6449,0.01740,0.00730,-0.0197,0.1052,1.0000
5.250,0.6670,0.01836,0.00819,-0.0188,0.0861,1.0000
5.500,0.6898,0.01921,0.00911,-0.0179,0.0765,1.0000
5.750,0.7118,0.02013,0.01006,-0.0171,0.0688,1.0000
6.000,0.7344,0.02098,0.01101,-0.0162,0.0626,1.0000
6.250,0.7551,0.02222,0.01224,-0.0152,0.0585,1.0000
6.500,0.7783,0.02315,0.01339,-0.0144,0.0534,1.0000
6.750,0.8005,0.02425,0.01456,-0.0136,0.0487,1.0000
7.000,0.8218,0.02582,0.01618,-0.0127,0.0446,1.0000
7.250,0.8445,0.02713,0.01774,-0.0118,0.0401,1.0000
