Xfoil polar. Reynolds number fixed. Mach  number fixed
Polar key,xf-naca1408-il-50000-n5
Airfoil,naca1408-il
Reynolds number,50000
Ncrit,5
Mach,0
Max Cl/Cd,31.4968
Max Cl/Cd alpha,4.5
Url,http://airfoiltools.com/polar/csv?polar=xf-naca1408-il-50000-n5

Alpha,Cl,Cd,Cdp,Cm,Top_Xtr,Bot_Xtr
-10.000,-0.6252,0.10687,0.09980,-0.0050,1.0000,0.0513
-9.750,-0.6249,0.10194,0.09491,-0.0071,1.0000,0.0511
-9.500,-0.6252,0.09694,0.08995,-0.0094,1.0000,0.0509
-9.250,-0.6266,0.09169,0.08470,-0.0123,1.0000,0.0506
-9.000,-0.6298,0.08595,0.07900,-0.0162,1.0000,0.0502
-8.750,-0.6359,0.08001,0.07315,-0.0205,1.0000,0.0498
-8.500,-0.6417,0.07420,0.06729,-0.0240,1.0000,0.0495
-8.250,-0.6469,0.06849,0.06145,-0.0269,1.0000,0.0493
-8.000,-0.6498,0.06289,0.05564,-0.0290,1.0000,0.0493
-7.750,-0.6501,0.05740,0.04978,-0.0304,1.0000,0.0499
-7.500,-0.6472,0.05208,0.04389,-0.0312,1.0000,0.0510
-7.250,-0.6366,0.04844,0.04002,-0.0310,1.0000,0.0533
-7.000,-0.6222,0.04537,0.03670,-0.0306,1.0000,0.0556
-6.750,-0.6075,0.04164,0.03250,-0.0301,1.0000,0.0574
-6.500,-0.5905,0.03837,0.02866,-0.0294,1.0000,0.0614
-6.250,-0.5715,0.03532,0.02500,-0.0286,1.0000,0.0657
-6.000,-0.5505,0.03302,0.02250,-0.0279,1.0000,0.0693
-5.750,-0.5282,0.03104,0.02010,-0.0270,1.0000,0.0758
-5.500,-0.5056,0.02918,0.01803,-0.0263,1.0000,0.0820
-5.250,-0.4817,0.02746,0.01603,-0.0253,1.0000,0.0871
-5.000,-0.4574,0.02591,0.01423,-0.0243,1.0000,0.0933
-4.750,-0.4342,0.02480,0.01302,-0.0235,1.0000,0.1046
-4.500,-0.4108,0.02358,0.01179,-0.0226,1.0000,0.1142
-4.250,-0.3870,0.02243,0.01054,-0.0217,1.0000,0.1264
-4.000,-0.3628,0.02133,0.00942,-0.0210,1.0000,0.1476
-3.750,-0.3403,0.02024,0.00856,-0.0204,1.0000,0.1898
-3.500,-0.3189,0.01912,0.00788,-0.0196,1.0000,0.2680
-3.000,-0.2822,0.01702,0.00714,-0.0160,1.0000,0.5337
-2.750,-0.2650,0.01635,0.00702,-0.0127,1.0000,0.6734
-2.500,-0.2388,0.01599,0.00697,-0.0102,1.0000,0.8165
-2.250,-0.1788,0.01591,0.00667,-0.0150,1.0000,0.9424
-2.000,-0.1158,0.01576,0.00613,-0.0223,1.0000,1.0000
-1.750,-0.1017,0.01564,0.00581,-0.0204,1.0000,1.0000
-1.500,-0.0865,0.01557,0.00557,-0.0186,1.0000,1.0000
-1.250,-0.0702,0.01555,0.00538,-0.0169,1.0000,1.0000
-1.000,-0.0528,0.01556,0.00526,-0.0154,1.0000,1.0000
-0.750,-0.0347,0.01561,0.00517,-0.0141,1.0000,1.0000
-0.500,-0.0160,0.01568,0.00514,-0.0128,1.0000,1.0000
-0.250,0.0032,0.01580,0.00517,-0.0117,1.0000,1.0000
0.000,0.0227,0.01595,0.00525,-0.0108,1.0000,1.0000
0.250,0.0424,0.01613,0.00537,-0.0099,1.0000,1.0000
0.500,0.0622,0.01636,0.00556,-0.0091,1.0000,1.0000
0.750,0.0864,0.01664,0.00583,-0.0093,0.9975,1.0000
1.000,0.1335,0.01696,0.00617,-0.0139,0.9820,1.0000
1.250,0.1802,0.01723,0.00649,-0.0182,0.9656,1.0000
1.500,0.2260,0.01745,0.00681,-0.0221,0.9482,1.0000
1.750,0.2704,0.01762,0.00709,-0.0256,0.9291,1.0000
2.000,0.3146,0.01772,0.00736,-0.0287,0.9095,1.0000
2.250,0.3534,0.01779,0.00757,-0.0306,0.8863,1.0000
2.500,0.3913,0.01781,0.00775,-0.0320,0.8619,1.0000
2.750,0.4257,0.01782,0.00794,-0.0325,0.8348,1.0000
3.000,0.4567,0.01785,0.00810,-0.0322,0.8043,1.0000
3.250,0.4855,0.01790,0.00826,-0.0313,0.7703,1.0000
3.500,0.5129,0.01795,0.00841,-0.0300,0.7332,1.0000
3.750,0.5377,0.01807,0.00856,-0.0282,0.6903,1.0000
4.000,0.5603,0.01827,0.00873,-0.0260,0.6383,1.0000
4.250,0.5813,0.01857,0.00891,-0.0235,0.5765,1.0000
4.500,0.5997,0.01904,0.00910,-0.0208,0.4947,1.0000
4.750,0.6164,0.01981,0.00940,-0.0183,0.3895,1.0000
5.000,0.6339,0.02098,0.01000,-0.0167,0.2753,1.0000
5.250,0.6518,0.02263,0.01106,-0.0156,0.1794,1.0000
5.500,0.6718,0.02424,0.01236,-0.0147,0.1344,1.0000
5.750,0.6929,0.02570,0.01377,-0.0138,0.1151,1.0000
6.000,0.7148,0.02712,0.01528,-0.0127,0.1037,1.0000
6.250,0.7375,0.02865,0.01688,-0.0116,0.0958,1.0000
6.500,0.7598,0.03011,0.01843,-0.0108,0.0861,1.0000
