Xfoil polar. Reynolds number fixed. Mach  number fixed
Polar key,xf-naca4421-il-1000000-n5
Airfoil,naca4421-il
Reynolds number,1000000
Ncrit,5
Mach,0
Max Cl/Cd,93.2146
Max Cl/Cd alpha,5.75
Url,http://airfoiltools.com/polar/csv?polar=xf-naca4421-il-1000000-n5

Alpha,Cl,Cd,Cdp,Cm,Top_Xtr,Bot_Xtr
-19.750,-0.9711,0.08521,0.08128,-0.0896,1.0000,0.0371
-19.500,-0.9981,0.07864,0.07460,-0.0926,1.0000,0.0373
-19.250,-1.0324,0.07136,0.06719,-0.0959,1.0000,0.0375
-19.000,-1.0643,0.06472,0.06044,-0.0986,1.0000,0.0376
-18.750,-1.0957,0.05846,0.05405,-0.1008,1.0000,0.0378
-18.500,-1.1250,0.05282,0.04830,-0.1024,1.0000,0.0380
-18.250,-1.1463,0.04782,0.04319,-0.1041,0.9996,0.0382
-18.000,-1.1511,0.04331,0.03857,-0.1075,0.9982,0.0385
-17.750,-1.1505,0.03948,0.03465,-0.1107,0.9965,0.0389
-17.500,-1.1451,0.03622,0.03131,-0.1136,0.9948,0.0394
-17.250,-1.1355,0.03350,0.02850,-0.1162,0.9934,0.0399
-17.000,-1.1223,0.03115,0.02608,-0.1187,0.9922,0.0404
-16.750,-1.1101,0.02918,0.02404,-0.1202,0.9892,0.0408
-16.500,-1.0963,0.02747,0.02228,-0.1215,0.9856,0.0413
-16.250,-1.0829,0.02570,0.02045,-0.1228,0.9819,0.0419
-16.000,-1.0664,0.02420,0.01890,-0.1240,0.9788,0.0426
-15.750,-1.0553,0.02299,0.01765,-0.1236,0.9725,0.0432
-15.500,-1.0402,0.02192,0.01653,-0.1236,0.9670,0.0439
-15.250,-1.0258,0.02102,0.01558,-0.1230,0.9613,0.0446
-15.000,-1.0114,0.02024,0.01474,-0.1221,0.9543,0.0453
-14.750,-0.9969,0.01947,0.01393,-0.1211,0.9481,0.0461
-14.500,-0.9834,0.01875,0.01317,-0.1198,0.9405,0.0470
-14.250,-0.9682,0.01813,0.01249,-0.1185,0.9332,0.0479
-14.000,-0.9518,0.01758,0.01191,-0.1172,0.9261,0.0488
-13.750,-0.9346,0.01710,0.01138,-0.1159,0.9183,0.0497
-13.500,-0.9169,0.01667,0.01089,-0.1146,0.9111,0.0506
-13.250,-0.9011,0.01621,0.01040,-0.1129,0.9023,0.0517
-13.000,-0.8838,0.01583,0.00996,-0.1113,0.8942,0.0529
-12.750,-0.8632,0.01547,0.00956,-0.1103,0.8855,0.0541
-12.250,-0.8205,0.01477,0.00878,-0.1084,0.8683,0.0570
-12.000,-0.7985,0.01443,0.00840,-0.1075,0.8595,0.0589
-11.500,-0.7527,0.01380,0.00771,-0.1061,0.8436,0.0632
-11.250,-0.7291,0.01352,0.00740,-0.1054,0.8358,0.0658
-11.000,-0.7053,0.01322,0.00709,-0.1048,0.8280,0.0686
-10.750,-0.6811,0.01297,0.00680,-0.1042,0.8195,0.0718
-10.500,-0.6567,0.01271,0.00653,-0.1036,0.8120,0.0752
-10.250,-0.6315,0.01249,0.00629,-0.1031,0.8036,0.0787
-10.000,-0.6068,0.01227,0.00605,-0.1026,0.7954,0.0825
-9.750,-0.5807,0.01208,0.00585,-0.1022,0.7877,0.0859
-9.500,-0.5554,0.01188,0.00563,-0.1017,0.7788,0.0893
-9.250,-0.5292,0.01173,0.00545,-0.1014,0.7709,0.0922
-9.000,-0.5030,0.01157,0.00526,-0.1010,0.7620,0.0946
-8.750,-0.4774,0.01142,0.00508,-0.1005,0.7530,0.0974
-8.500,-0.4505,0.01128,0.00492,-0.1003,0.7449,0.1000
-8.250,-0.4242,0.01117,0.00476,-0.0999,0.7356,0.1021
-8.000,-0.3979,0.01101,0.00459,-0.0996,0.7269,0.1049
-7.750,-0.3715,0.01090,0.00445,-0.0992,0.7166,0.1074
-7.500,-0.3447,0.01081,0.00431,-0.0989,0.7078,0.1096
-7.250,-0.3180,0.01069,0.00417,-0.0986,0.6984,0.1120
-7.000,-0.2919,0.01059,0.00404,-0.0981,0.6888,0.1147
-6.750,-0.2650,0.01049,0.00391,-0.0979,0.6785,0.1173
-6.500,-0.2386,0.01044,0.00380,-0.0975,0.6681,0.1195
-6.250,-0.2117,0.01033,0.00368,-0.0972,0.6585,0.1224
-5.750,-0.1583,0.01018,0.00348,-0.0965,0.6399,0.1286
-5.500,-0.1321,0.01013,0.00339,-0.0961,0.6292,0.1320
-5.250,-0.1054,0.01003,0.00329,-0.0958,0.6199,0.1373
-5.000,-0.0790,0.00999,0.00321,-0.0954,0.6094,0.1422
-4.750,-0.0523,0.00989,0.00312,-0.0951,0.6014,0.1482
-4.500,-0.0253,0.00984,0.00305,-0.0948,0.5926,0.1529
-4.250,0.0010,0.00978,0.00298,-0.0944,0.5844,0.1585
