Xfoil polar. Reynolds number fixed. Mach  number fixed
Polar key,xf-naca2412-il-50000-n5
Airfoil,naca2412-il
Reynolds number,50000
Ncrit,5
Mach,0
Max Cl/Cd,34.6434
Max Cl/Cd alpha,6.5
Url,http://airfoiltools.com/polar/csv?polar=xf-naca2412-il-50000-n5

Alpha,Cl,Cd,Cdp,Cm,Top_Xtr,Bot_Xtr
-10.750,-0.5477,0.09827,0.09043,-0.0346,1.0000,0.0782
-10.500,-0.5580,0.09162,0.08383,-0.0383,1.0000,0.0780
-10.250,-0.5767,0.08302,0.07526,-0.0440,1.0000,0.0778
-10.000,-0.6041,0.07479,0.06704,-0.0499,1.0000,0.0775
-9.750,-0.6334,0.06891,0.06111,-0.0518,1.0000,0.0773
-9.500,-0.6585,0.06345,0.05549,-0.0524,1.0000,0.0774
-9.250,-0.6787,0.05847,0.05023,-0.0517,1.0000,0.0779
-9.000,-0.6907,0.05416,0.04558,-0.0503,1.0000,0.0788
-8.750,-0.6811,0.05224,0.04364,-0.0490,1.0000,0.0806
-8.500,-0.6748,0.04986,0.04112,-0.0474,1.0000,0.0823
-8.250,-0.6699,0.04702,0.03802,-0.0458,1.0000,0.0838
-8.000,-0.6633,0.04417,0.03483,-0.0442,1.0000,0.0854
-7.750,-0.6545,0.04150,0.03178,-0.0425,1.0000,0.0876
-7.500,-0.6442,0.03894,0.02866,-0.0408,1.0000,0.0908
-7.250,-0.6286,0.03734,0.02702,-0.0395,1.0000,0.0936
-7.000,-0.6122,0.03582,0.02538,-0.0381,1.0000,0.0968
-6.750,-0.5952,0.03412,0.02341,-0.0367,1.0000,0.1002
-6.500,-0.5772,0.03246,0.02133,-0.0353,1.0000,0.1047
-6.250,-0.5590,0.03135,0.02033,-0.0341,1.0000,0.1095
-6.000,-0.5399,0.03021,0.01901,-0.0329,1.0000,0.1160
-5.750,-0.5202,0.02904,0.01774,-0.0317,1.0000,0.1222
-5.500,-0.5006,0.02814,0.01678,-0.0305,1.0000,0.1308
-5.250,-0.4808,0.02726,0.01591,-0.0294,1.0000,0.1404
-5.000,-0.4605,0.02648,0.01506,-0.0284,1.0000,0.1526
-4.750,-0.4401,0.02578,0.01435,-0.0274,1.0000,0.1669
-4.500,-0.4197,0.02517,0.01378,-0.0264,1.0000,0.1837
-4.250,-0.3989,0.02461,0.01327,-0.0256,1.0000,0.2032
-4.000,-0.3774,0.02410,0.01278,-0.0249,1.0000,0.2269
-3.750,-0.3560,0.02364,0.01243,-0.0242,1.0000,0.2532
-3.500,-0.3346,0.02321,0.01211,-0.0236,1.0000,0.2838
-3.250,-0.3132,0.02282,0.01182,-0.0230,1.0000,0.3187
-3.000,-0.2815,0.02242,0.01161,-0.0243,0.9954,0.3657
-2.750,-0.2435,0.02203,0.01145,-0.0268,0.9869,0.4255
-2.500,-0.2072,0.02166,0.01141,-0.0287,0.9780,0.4958
-2.250,-0.1724,0.02136,0.01146,-0.0299,0.9689,0.5795
-2.000,-0.1388,0.02111,0.01156,-0.0303,0.9597,0.6724
-1.750,-0.1084,0.02097,0.01172,-0.0296,0.9492,0.7671
-1.500,-0.0638,0.02102,0.01188,-0.0315,0.9411,0.8665
-1.250,-0.0006,0.02114,0.01188,-0.0379,0.9339,0.9476
-1.000,0.0749,0.02117,0.01169,-0.0476,0.9291,1.0000
-0.750,0.1092,0.02114,0.01148,-0.0495,0.9152,1.0000
-0.500,0.1437,0.02113,0.01132,-0.0513,0.9017,1.0000
-0.250,0.1775,0.02111,0.01117,-0.0527,0.8883,1.0000
0.000,0.2112,0.02110,0.01104,-0.0540,0.8752,1.0000
0.250,0.2457,0.02106,0.01091,-0.0553,0.8626,1.0000
0.500,0.2790,0.02102,0.01079,-0.0562,0.8497,1.0000
0.750,0.3077,0.02104,0.01074,-0.0563,0.8350,1.0000
1.000,0.3361,0.02107,0.01071,-0.0562,0.8203,1.0000
1.250,0.3643,0.02111,0.01070,-0.0560,0.8056,1.0000
1.500,0.3924,0.02116,0.01071,-0.0558,0.7908,1.0000
1.750,0.4206,0.02122,0.01073,-0.0555,0.7761,1.0000
2.000,0.4485,0.02128,0.01076,-0.0552,0.7613,1.0000
2.250,0.4763,0.02135,0.01081,-0.0548,0.7464,1.0000
2.500,0.5037,0.02144,0.01088,-0.0543,0.7313,1.0000
2.750,0.5306,0.02155,0.01097,-0.0537,0.7159,1.0000
3.000,0.5571,0.02167,0.01108,-0.0530,0.7002,1.0000
3.250,0.5831,0.02182,0.01124,-0.0522,0.6841,1.0000
3.500,0.6086,0.02200,0.01141,-0.0514,0.6677,1.0000
3.750,0.6337,0.02220,0.01163,-0.0505,0.6509,1.0000
4.000,0.6585,0.02242,0.01186,-0.0495,0.6338,1.0000
4.250,0.6831,0.02266,0.01212,-0.0485,0.6163,1.0000
4.500,0.7074,0.02291,0.01241,-0.0475,0.5985,1.0000
4.750,0.7317,0.02318,0.01269,-0.0465,0.5805,1.0000
5.000,0.7558,0.02346,0.01300,-0.0454,0.5622,1.0000
5.250,0.7799,0.02375,0.01332,-0.0443,0.5435,1.0000
5.500,0.8039,0.02404,0.01362,-0.0432,0.5245,1.0000
5.750,0.8250,0.02445,0.01408,-0.0418,0.5030,1.0000
6.000,0.8459,0.02479,0.01443,-0.0402,0.4793,1.0000
6.250,0.8652,0.02516,0.01482,-0.0385,0.4534,1.0000
6.500,0.8841,0.02552,0.01513,-0.0366,0.4268,1.0000
6.750,0.9011,0.02602,0.01566,-0.0347,0.3983,1.0000
7.000,0.9177,0.02657,0.01622,-0.0327,0.3695,1.0000
7.250,0.9332,0.02719,0.01680,-0.0307,0.3394,1.0000
7.500,0.9472,0.02794,0.01747,-0.0286,0.3077,1.0000
7.750,0.9597,0.02884,0.01826,-0.0264,0.2758,1.0000
8.000,0.9709,0.02991,0.01920,-0.0242,0.2453,1.0000
8.250,0.9810,0.03115,0.02031,-0.0220,0.2177,1.0000
8.500,0.9904,0.03251,0.02155,-0.0199,0.1945,1.0000
8.750,0.9994,0.03396,0.02289,-0.0178,0.1752,1.0000
