Xfoil polar. Reynolds number fixed. Mach  number fixed
Polar key,xf-n6409-il-200000-n5
Airfoil,n6409-il
Reynolds number,200000
Ncrit,5
Mach,0
Max Cl/Cd,87.3994
Max Cl/Cd alpha,6
Url,http://airfoiltools.com/polar/csv?polar=xf-n6409-il-200000-n5

Alpha,Cl,Cd,Cdp,Cm,Top_Xtr,Bot_Xtr
-9.250,-0.2185,0.10530,0.10173,-0.0605,0.9816,0.0286
-9.000,-0.2076,0.10160,0.09804,-0.0645,0.9768,0.0287
-8.750,-0.1934,0.09740,0.09384,-0.0689,0.9733,0.0287
-8.250,-0.1720,0.08756,0.08398,-0.0742,0.9636,0.0229
-7.750,-0.1381,0.08078,0.07718,-0.0796,0.9565,0.0221
-7.500,-0.1306,0.07697,0.07338,-0.0830,0.9478,0.0222
-7.000,-0.0972,0.06681,0.06320,-0.0969,0.9330,0.0233
-6.500,-0.0542,0.05500,0.05125,-0.1130,0.9174,0.0230
-6.250,-0.0324,0.05010,0.04627,-0.1192,0.9092,0.0233
-6.000,-0.0059,0.04660,0.04267,-0.1241,0.9027,0.0238
-5.750,0.0205,0.04329,0.03925,-0.1284,0.8963,0.0250
-5.500,0.0495,0.03566,0.03131,-0.1363,0.8884,0.0261
-5.250,0.0758,0.02239,0.01663,-0.1445,0.8806,0.0269
-5.000,0.1032,0.01982,0.01343,-0.1454,0.8744,0.0280
-4.750,0.1340,0.01829,0.01154,-0.1465,0.8698,0.0296
-4.500,0.1589,0.01748,0.01058,-0.1461,0.8618,0.0308
-4.250,0.1900,0.01650,0.00937,-0.1468,0.8566,0.0320
-4.000,0.2159,0.01572,0.00840,-0.1465,0.8486,0.0334
-3.750,0.2462,0.01495,0.00742,-0.1469,0.8424,0.0353
-3.500,0.2726,0.01437,0.00675,-0.1466,0.8342,0.0377
-3.250,0.3024,0.01394,0.00623,-0.1469,0.8274,0.0409
-3.000,0.3290,0.01350,0.00568,-0.1466,0.8186,0.0442
-2.750,0.3585,0.01303,0.00514,-0.1468,0.8110,0.0487
-2.500,0.3850,0.01278,0.00481,-0.1464,0.8015,0.0556
-2.250,0.4129,0.01250,0.00451,-0.1464,0.7929,0.0651
-2.000,0.4407,0.01226,0.00424,-0.1463,0.7836,0.0757
-1.750,0.4675,0.01210,0.00406,-0.1460,0.7734,0.0891
-1.500,0.4951,0.01194,0.00387,-0.1458,0.7636,0.1037
-1.250,0.5223,0.01181,0.00371,-0.1456,0.7535,0.1198
